pid,GN,Description,sig126,sig127N,sig127C,sig128N,sig128C,sig129N,sig129C,sig130N,sig130C,sig131N,sig131C
Q80XC6,Nrde2,Nuclear exosome regulator NRDE2 OS=Mus musculus OX=10090 GN=Nrde2 PE=1 SV=3,12698.5661,11177.02177,14346.96029,12246.19568,16076.11582,11912.37827,15279.51988,14390.17848,17135.58206,11407.16941,15567.25062
Q9WU00,Nrf1,Nuclear respiratory factor 1 OS=Mus musculus OX=10090 GN=Nrf1 PE=1 SV=2,18963.9751,16957.41839,22317.63456,15713.49448,19371.34787,18822.41478,17761.01124,14167.25146,22527.30738,15889.30283,19533.414
Q99K73,Nrf1,Nrf1 protein OS=Mus musculus OX=10090 GN=Nrf1 PE=1 SV=1,183363.9989,193602.6896,166079.3931,158808.5135,187709.4827,177265.8108,153903.7676,159143.3968,223718.2946,171288.8718,176729.8496
Q8BSP8,Nrf1,Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Nrf1 PE=2 SV=1,18963.9751,16957.41839,22317.63456,15713.49448,19371.34787,18822.41478,17761.01124,14167.25146,22527.30738,15889.30283,19533.414
P56974,Nrg2,"Pro-neuregulin-2, membrane-bound isoform OS=Mus musculus OX=10090 GN=Nrg2 PE=1 SV=1",60706.99709,36755.6872,71560.89182,64590.41542,65867.86908,60036.41031,74869.8279,63612.75971,85271.55838,41874.02211,54777.59079
O35181,Nrg3,"Pro-neuregulin-3, membrane-bound isoform OS=Mus musculus OX=10090 GN=Nrg3 PE=1 SV=1",30254.19198,52170.95894,33867.77435,38203.16582,29999.60893,40630.77675,30977.12812,31678.99946,22566.64765,35081.43837,33722.30503
P60761,Nrgn,Neurogranin OS=Mus musculus OX=10090 GN=Nrgn PE=1 SV=1,303915.5608,197458.1801,467360.4769,182423.7243,359182.8564,178185.3669,438641.1759,208221.3768,311918.5354,231741.6375,275488.474
Q9JJR9,Nrip3,Nuclear receptor-interacting protein 3 OS=Mus musculus OX=10090 GN=Nrip3 PE=1 SV=1,23082.2699,31599.11843,35398.71414,36407.58169,27325.18712,37466.70433,27803.05616,29759.92532,17951.78806,48777.19763,28113.46318
Q8VC65,Nrm,Nurim OS=Mus musculus OX=10090 GN=Nrm PE=1 SV=1,21895.16337,16882.82709,29607.47761,25399.90279,22838.78041,20809.27191,24552.37922,24106.29388,28147.01142,21858.50303,21226.78242
Q8CFV4,Nrn1,Neuritin OS=Mus musculus OX=10090 GN=Nrn1 PE=1 SV=1,89223.83606,123776.9883,132777.2566,96877.39333,89695.67058,103712.3571,138291.75,75571.14512,100930.705,113128.1585,97616.80931
P97333,Nrp1,Neuropilin-1 OS=Mus musculus OX=10090 GN=Nrp1 PE=1 SV=2,132381.8936,431342.6127,112165.1229,93461.05126,139659.3927,380396.4142,97479.01935,105458.0738,150469.8023,446866.0838,190298.9693
O35375,Nrp2,Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2,69983.53367,151509.5365,61377.74641,117101.4401,74061.81583,150395.1223,60203.19072,119876.8675,68179.38385,172252.5635,114755.1276
Q9CS84,Nrxn1,Neurexin-1 OS=Mus musculus OX=10090 GN=Nrxn1 PE=1 SV=3,950710.1605,1062798.709,1248265.827,1252839.276,980486.5712,1165298.46,1225901.021,1190039.363,864848.9918,1059081.011,1121528.013
H3BK41,Nrxn1,Neurexin-1 (Fragment) OS=Mus musculus OX=10090 GN=Nrxn1 PE=1 SV=8,405629.4838,453944.9317,547636.3935,516589.5924,385952.678,466003.3819,557042.9421,500261.1989,335130.3904,438758.7497,520874.7571
G3UWQ9,Nrxn1,Neurexin-1 OS=Mus musculus OX=10090 GN=Nrxn1 PE=1 SV=2,14351.88791,10519.55823,13945.18717,10723.57422,15528.6591,16965.55803,27141.21374,13410.46061,10051.62964,19109.26758,14910.87963
E9Q7X7,Nrxn2,Neurexin-2 OS=Mus musculus OX=10090 GN=Nrxn2 PE=1 SV=1,209732.8404,228020.8728,240745.7259,273435.1273,216807.177,245597.2552,231163.9557,263210.8857,214009.0132,250396.3916,241667.4509
Q6PAI9,Nrxn2,Nrxn2 protein OS=Mus musculus OX=10090 GN=Nrxn2 PE=2 SV=1,179144.5464,159518.2663,197867.3758,197292.4393,171102.3425,201141.9237,250210.8434,218700.0282,136484.0565,210819.4049,196731.8454
Q6P9K9,Nrxn3,Neurexin-3 OS=Mus musculus OX=10090 GN=Nrxn3 PE=1 SV=2,470227.1238,565225.127,641878.8041,569922.2985,481281.6983,535299.9062,612598.8868,538954.1022,463297.4404,552560.3884,539621.6178
E9Q2X2,Nrxn3,Neurexin-3-beta OS=Mus musculus OX=10090 GN=Nrxn3 PE=1 SV=1,467261.1246,567918.7045,645110.8269,572195.6567,478269.3107,538309.9419,607151.6693,536697.814,465873.0258,551852.5833,540759.3271
A0A087WPQ9,Nrxn3,Neurexin-3-beta OS=Mus musculus OX=10090 GN=Nrxn3 PE=1 SV=1,406228.031,497511.1906,561926.1602,498165.7319,417878.2553,467164.0537,527442.6573,466545.2252,405825.4079,481846.4671,471674.6774
O88724,Nrxn3,Neurexin III (Fragment) OS=Mus musculus OX=10090 GN=Nrxn3 PE=2 SV=1,40017.12282,19677.06008,51370.65132,14565.38965,42176.67936,15115.12891,51794.86277,18188.66969,28305.29197,20310.29903,27754.5016
O88491,Nsd1,"Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Mus musculus OX=10090 GN=Nsd1 PE=1 SV=1",10431.17751,13517.15885,13602.22137,12471.00329,12924.05807,14097.32868,16937.64092,14689.50439,11021.88944,12313.65618,12803.70391
Q8BVE8,Nsd2,Histone-lysine N-methyltransferase NSD2 OS=Mus musculus OX=10090 GN=Nsd2 PE=1 SV=2,56616.45431,47291.4662,72678.52892,62729.9542,59161.28117,48986.62179,58049.08186,60804.05924,46273.52827,47725.15286,56139.25413
Q6P2L6,Nsd3,Histone-lysine N-methyltransferase NSD3 OS=Mus musculus OX=10090 GN=Nsd3 PE=1 SV=2,47160.64708,51010.05088,38474.80629,44614.04332,43955.24202,44966.13361,42157.86449,41455.20152,38660.18756,47222.62218,43652.90402
Q9R1J0,Nsdhl,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Nsdhl PE=1 SV=1",218077.714,164952.274,225513.2797,242139.8354,216215.6462,201032.199,225962.3078,237230.5411,253779.5529,194781.4423,227483.1301
P46460,Nsf,Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2,7118869.111,8300959.44,7243277.164,6783783.867,6919085.787,8164558.433,7236759.356,7097090.426,7122700.47,8664678.596,7583548.139
Q9CZ44,Nsfl1c,NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1,914785.27,851864.4537,845161.676,922564.5404,928431.3122,842671.9586,849884.0481,898033.8345,773192.3014,843034.0314,878516.3632
A2AT02,Nsfl1c,NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1,914462.9943,831958.3441,834906.4565,946488.82,923025.002,853754.4944,834997.446,908677.2703,773340.9636,854250.9618,874884.249
Q62092,Nsg1,Neuronal vesicle trafficking-associated protein 1 OS=Mus musculus OX=10090 GN=Nsg1 PE=1 SV=3,82646.58275,85316.38313,97653.44565,107380.4142,81890.38982,98182.31364,120752.6158,113874.0092,74053.47194,100392.8133,99043.39072
Q9CPR8,Nsmce3,Non-structural maintenance of chromosomes element 3 homolog OS=Mus musculus OX=10090 GN=Nsmce3 PE=1 SV=1,17743.12338,22182.46153,17830.4836,20500.61422,17016.6463,19362.4982,16054.63847,21112.36475,20281.45517,17896.73852,15806.58775
G3XA30,Nsmce4a,Non-structural maintenance of chromosomes element 4 OS=Mus musculus OX=10090 GN=Nsmce4a PE=1 SV=1,11999.1951,13532.21609,11508.74261,11114.26141,8927.760424,12496.4458,11315.86522,12421.03971,12157.99793,10906.06975,12490.36764
Q99NF2,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor OS=Mus musculus OX=10090 GN=Nsmf PE=1 SV=1,194879.9031,281394.1051,208989.2361,165598.9094,182011.2905,236337.9824,202947.2294,173651.2976,203689.7074,278164.6897,208475.7683
A2AJ91,Nsmf,NMDA receptor synaptonuclear-signaling and neuronal migration factor (Fragment) OS=Mus musculus OX=10090 GN=Nsmf PE=1 SV=1,175601.0219,228699.0154,189366.29,144158.1688,167686.0545,209941.3654,188018.5033,152541.5509,205128.6075,267043.1277,196608.6583
A2AJ90,Nsmf,NMDA receptor synaptonuclear-signaling and neuronal migration factor (Fragment) OS=Mus musculus OX=10090 GN=Nsmf PE=1 SV=8,12364.07799,11461.0965,14630.31996,11804.15385,13468.43443,12169.68488,13979.10869,11299.95387,15787.08489,16991.76394,15343.96943
Q5NCR9,Nsrp1,Nuclear speckle splicing regulatory protein 1 OS=Mus musculus OX=10090 GN=Nsrp1 PE=1 SV=1,71666.95384,80307.22533,81736.52945,74587.6971,69052.95591,74358.74373,81361.83212,69623.97252,59224.70036,75022.00041,75933.29888
Q1HFZ0,Nsun2,RNA cytosine C(5)-methyltransferase NSUN2 OS=Mus musculus OX=10090 GN=Nsun2 PE=1 SV=2,146597.4117,144091.9313,149709.652,151831.7416,144694.7986,159329.5077,150089.6771,150130.8978,142443.8183,155280.9505,151801.7921
Q9CZ57,Nsun4,5-methylcytosine rRNA methyltransferase NSUN4 OS=Mus musculus OX=10090 GN=Nsun4 PE=1 SV=1,12764.46479,17726.83667,14847.15941,13788.48502,15685.25009,16224.04077,14784.48178,17292.79024,16255.91872,18598.67156,14251.03281
Q7TS68,Nsun6,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 OS=Mus musculus OX=10090 GN=Nsun6 PE=2 SV=2,42249.4239,37749.79441,38410.28532,39040.40609,41123.59012,39699.38837,38431.2702,38283.88587,45211.07752,34904.62095,39579.78578
Q9JM14,Nt5c,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",346735.3847,384747.2231,311023.7531,336152.1625,344840.0136,369790.705,314496.302,322120.3244,379600.9115,370543.1072,342176.301
A3KFX0,Nt5c1a,Cytosolic 5'-nucleotidase 1A OS=Mus musculus OX=10090 GN=Nt5c1a PE=1 SV=1,81720.84003,144387.1218,99370.54535,103166.0862,72879.19816,133011.6568,102151.3481,106585.3256,71842.77375,138354.2459,104953.3729
Q91YE9,Nt5c1b,Cytosolic 5'-nucleotidase 1B OS=Mus musculus OX=10090 GN=Nt5c1b PE=2 SV=2,66243.66481,85171.97183,65800.47383,75575.96225,65340.32269,101429.2453,70720.4058,77054.12153,56469.62012,103718.2046,67107.27026
Q3V1L4,Nt5c2,Cytosolic purine 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c2 PE=1 SV=2,164034.2621,171033.3448,146220.8334,167682.1567,168759.2809,171968.9589,145599.096,157213.9729,192483.0162,165218.1436,160748.7808
A0A494BBK9,Nt5c2,Cytosolic purine 5'-nucleotidase (Fragment) OS=Mus musculus OX=10090 GN=Nt5c2 PE=1 SV=1,13677.70496,15560.69171,13363.53348,14236.64732,15900.02106,14169.94983,13883.38589,14982.86676,14896.80541,15101.82943,15384.27852
A0A0N4SW80,Nt5c3,"5'-nucleotidase, cytosolic III (Fragment) OS=Mus musculus OX=10090 GN=Nt5c3 PE=1 SV=3",261737.5174,172142.8505,211614.9982,213718.6763,254052.6372,153767.8894,211024.94,196959.0306,281693.7103,128181.8954,183643.3649
Q9D020,Nt5c3a,Cytosolic 5'-nucleotidase 3A OS=Mus musculus OX=10090 GN=Nt5c3a PE=1 SV=4,414062.1121,211846.647,332566.4198,321057.1088,400238.5413,216042.3927,347059.4748,315663.5735,422342.3665,193892.193,295686.8787
Q3UFY7,Nt5c3b,7-methylguanosine phosphate-specific 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c3b PE=1 SV=3,259297.244,234336.3837,256042.2509,265087.7339,250613.2678,235713.6259,243056.0287,248156.5634,275305.4591,259706.6016,263129.1923
Q3UHB1,Nt5dc3,5'-nucleotidase domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nt5dc3 PE=1 SV=1,380290.3871,994791.8286,500814.9626,504923.5612,356962.6806,850389.4963,473342.144,481385.5045,384679.1143,938224.1373,587561.5611
Q61503,Nt5e,5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5e PE=1 SV=2,96176.61318,44904.52817,66397.14815,37363.26199,90730.2622,36289.70465,64289.02471,36556.39477,69807.94945,37110.7935,55625.50084
Q8VCE6,Nt5m,"5'(3')-deoxyribonucleotidase, mitochondrial OS=Mus musculus OX=10090 GN=Nt5m PE=1 SV=1",81072.85012,119761.4617,104187.4047,97924.21994,82331.34197,109057.8109,103095.296,97747.86828,83423.07202,107105.329,105143.2595
Q80WB5,Ntaq1,Protein N-terminal glutamine amidohydrolase OS=Mus musculus OX=10090 GN=Ntaq1 PE=1 SV=1,215843.6396,150355.2645,97578.93235,113572.6867,221938.7718,121786.9119,108532.1388,122565.1697,211561.9276,119299.6139,143809.6521
Q99PJ0,Ntm,Neurotrimin OS=Mus musculus OX=10090 GN=Ntm PE=1 SV=2,1476562.888,1033928.611,2037325.698,994725.6379,1346742.605,1067418.961,1921506.442,957575.609,1019859.354,963580.454,1307165.263
F6RQ26,Ntm,Neurotrimin (Fragment) OS=Mus musculus OX=10090 GN=Ntm PE=1 SV=1,833093.8524,582853.3466,1112166.16,611453.1814,778491.5004,609564.5986,1091893.501,589752.0345,597428.3742,520105.5516,728193.8731
Q8R2U4,Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Ntmt1 PE=1 SV=3,114075.3303,97914.68591,120547.6476,114437.4527,114174.1415,118265.1264,107793.061,121940.9588,116725.8939,110755.1137,115372.4623
O09118,Ntn1,Netrin-1 OS=Mus musculus OX=10090 GN=Ntn1 PE=1 SV=3,25899.65956,37710.34901,25774.29456,31162.90016,34725.52228,32238.92534,25353.40476,31876.03695,43466.79589,32583.5795,32394.03607
Q8R4G0,Ntng1,Netrin-G1 OS=Mus musculus OX=10090 GN=Ntng1 PE=1 SV=2,85663.90587,105420.3068,134277.7782,121270.9701,94497.74922,115312.7071,129543.8639,107898.891,90013.5428,97758.67075,106335.5701
Q8R4F1,Ntng2,Netrin-G2 OS=Mus musculus OX=10090 GN=Ntng2 PE=1 SV=2,113759.567,129248.4424,154183.5654,135497.4344,99536.91483,126542.8716,170621.7677,126682.7235,119397.4231,124404.226,126673.1913
Q9CQA9,Ntpcr,Cancer-related nucleoside-triphosphatase homolog OS=Mus musculus OX=10090 GN=Ntpcr PE=1 SV=1,17054.97662,12792.1971,16514.97134,15664.27676,17057.1916,16548.39439,17613.93737,17650.45216,21392.14564,15975.95576,17087.73646
Q3UFB7,Ntrk1,High affinity nerve growth factor receptor OS=Mus musculus OX=10090 GN=Ntrk1 PE=1 SV=2,163415.3743,152655.1204,209892.3623,206368.4603,166017.2459,176728.913,222152.023,196652.2395,145772.9542,174851.6111,191867.2379
P15209,Ntrk2,BDNF/NT-3 growth factors receptor OS=Mus musculus OX=10090 GN=Ntrk2 PE=1 SV=1,282345.884,264082.2722,355322.6615,330587.4062,269629.205,284983.4119,371011.2494,329019.4396,276241.358,269869.247,315716.1291
Q3UHE3,Ntrk2,Ig-like domain-containing protein OS=Mus musculus OX=10090 GN=Ntrk2 PE=2 SV=1,206362.4048,162205.6876,196337.9279,227365.734,185638.923,194620.8937,202696.3153,215576.7717,213315.4344,172016.613,206553.2671
Q6VNS1,Ntrk3,NT-3 growth factor receptor OS=Mus musculus OX=10090 GN=Ntrk3 PE=1 SV=1,229321.4114,320871.979,269461.1743,267810.9992,236295.6576,315612.7536,280366.8675,266757.8588,241937.6811,311419.7869,273737.5773
A0A0U1RNS2,Ntrk3,NT-3 growth factor receptor (Fragment) OS=Mus musculus OX=10090 GN=Ntrk3 PE=4 SV=1,26063.77114,47701.96608,25035.50784,24829.97381,25537.10523,39117.46119,30374.65407,30077.55185,25097.85248,41121.39551,28647.84
P70310,Ntsr2,Neurotensin receptor type 2 OS=Mus musculus OX=10090 GN=Ntsr2 PE=2 SV=2,10461.80511,9741.266447,8645.97131,12063.71005,14581.86539,11804.15728,10676.14714,17003.01052,13778.47776,12053.08413,11602.87924
Q641K5,Nuak1,NUAK family SNF1-like kinase 1 OS=Mus musculus OX=10090 GN=Nuak1 PE=1 SV=1,19540.53911,13903.92345,24698.18153,21017.64999,15539.89538,18533.14416,25394.91107,19191.16827,7933.724163,19197.61627,17666.85757
P54729,Nub1,NEDD8 ultimate buster 1 OS=Mus musculus OX=10090 GN=Nub1 PE=1 SV=2,183576.2271,163697.995,156668.5518,169116.7632,183552.4083,167224.845,160887.8199,179825.8622,187987.4191,169830.2764,165663.1309
Q9R060,Nubp1,Cytosolic Fe-S cluster assembly factor NUBP1 OS=Mus musculus OX=10090 GN=Nubp1 PE=1 SV=1,43280.26484,38263.73022,45370.47337,41372.81143,44701.35812,43215.37964,41511.03677,45020.88847,50641.30823,42815.86207,46349.00517
Q9R061,Nubp2,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Mus musculus OX=10090 GN=Nubp2 PE=1 SV=1,29809.39652,28862.31603,27468.83548,27453.09895,29338.41018,29068.74175,25143.18913,27056.55725,32504.88972,25637.41833,27535.39336
Q9CWD8,Nubpl,Iron-sulfur protein NUBPL OS=Mus musculus OX=10090 GN=Nubpl PE=1 SV=2,35051.15612,36096.98096,40773.05761,40242.20228,37131.64355,37390.48806,38433.5904,40705.0636,37889.52444,42461.93712,36406.30348
Q02819,Nucb1,Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2,264051.673,250017.435,323104.1468,320319.4336,265530.3678,292842.3702,321143.4085,309537.6238,202270.6134,283302.0068,297542.0747
P81117,Nucb2,Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2,85885.18933,90549.20147,85345.4807,92822.86576,94378.0263,90499.39471,80097.82388,90014.32139,93706.06417,98136.38937,99893.35857
Q80XU3,Nucks1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1,254432.439,464310.5285,344591.043,622523.4207,301385.7324,525687.7226,437580.0348,576339.3945,202291.1966,526763.6581,434812.5045
O35685,Nudc,Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1,1007178.362,995248.4231,888017.9676,1008682.738,1001198.693,983085.394,899600.6896,977815.5153,907976.6011,1013633.272,1020304.912
Q6PIP5,Nudcd1,NudC domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nudcd1 PE=1 SV=2,299636.2303,370666.3447,306647.3215,341470.833,323714.73,383754.625,310970.0878,347345.288,312910.6933,350440.4729,336643.7494
Q9CQ48,Nudcd2,NudC domain-containing protein 2 OS=Mus musculus OX=10090 GN=Nudcd2 PE=1 SV=1,36259.11225,37386.55187,33165.28704,39655.95481,33258.50233,37283.88383,36147.04755,39205.63779,34721.82155,34822.48761,34032.7757
Q8R1N4,Nudcd3,NudC domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nudcd3 PE=1 SV=3,246911.5992,247555.982,247710.0578,249776.8301,247512.2317,253499.5222,234553.0349,247753.2591,259411.0751,242760.4129,242894.938
P0C027,Nudt10,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha OS=Mus musculus OX=10090 GN=Nudt10 PE=1 SV=1,729784.6115,878158.8639,551741.3613,803651.8293,774598.2847,837351.5358,575825.6638,832050.1614,720670.0646,814145.8637,727795.8762
Q9DCN1,Nudt12,NAD-capped RNA hydrolase NUDT12 OS=Mus musculus OX=10090 GN=Nudt12 PE=1 SV=1,105223.0353,88114.8115,102582.6301,90283.86948,96475.56409,78122.07743,99997.31317,85889.60813,82221.70137,78828.82667,88604.62586
Q9D142,Nudt14,Uridine diphosphate glucose pyrophosphatase NUDT14 OS=Mus musculus OX=10090 GN=Nudt14 PE=1 SV=1,49645.76933,51045.83623,32919.69316,44492.39783,53444.90475,46768.29222,36767.39419,45045.69482,60640.25768,49446.26103,45415.81706
Q8BG93,Nudt15,Nucleotide triphosphate diphosphatase NUDT15 OS=Mus musculus OX=10090 GN=Nudt15 PE=1 SV=1,25428.51189,37795.18791,21518.79266,25393.10496,27882.21654,24053.30563,22827.18402,22986.37374,27868.9999,29418.62569,23866.5279
Q6P3D0,Nudt16,U8 snoRNA-decapping enzyme OS=Mus musculus OX=10090 GN=Nudt16 PE=1 SV=1,171401.1411,164062.1163,126085.5952,158251.1203,168716.2787,147850.8232,124403.4453,138824.535,176463.594,147297.5644,153076.8178
Q8VHN8,Nudt16l1,Tudor-interacting repair regulator protein OS=Mus musculus OX=10090 GN=Nudt16l1 PE=1 SV=2,26538.2313,21531.69667,22123.5,20723.65431,26422.21935,24999.74139,19703.31514,21466.74344,30584.9633,22073.03566,23500.0594
Q9CWD3,Nudt17,Nucleoside diphosphate-linked moiety X motif 17 OS=Mus musculus OX=10090 GN=Nudt17 PE=2 SV=1,50796.53713,69444.34235,68822.03226,62928.52952,44254.68628,76292.6955,67800.84601,55970.69152,31229.0379,75160.77134,65820.23118
Q3U2V3,Nudt18,8-oxo-dGDP phosphatase NUDT18 OS=Mus musculus OX=10090 GN=Nudt18 PE=1 SV=1,84477.75684,85096.68428,87577.24823,94235.8943,83466.60599,83374.80894,80888.37414,89593.09594,92750.92342,82823.36479,85955.8657
P11930,Nudt19,Nucleoside diphosphate-linked moiety X motif 19 OS=Mus musculus OX=10090 GN=Nudt19 PE=1 SV=2,50937.72054,61516.73234,48767.79435,49208.77333,53403.14501,56812.13137,47270.29605,50924.81731,55718.2359,56649.21383,49750.70808
P56380,Nudt2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Mus musculus OX=10090 GN=Nudt2 PE=1 SV=3,574866.9484,550245.2953,491625.3604,562294.214,585469.3395,541499.9768,511902.5942,563464.53,622608.1022,544427.2447,586444.0101
Q9CQF3,Nudt21,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus OX=10090 GN=Nudt21 PE=1 SV=1,401064.203,404589.7831,474808.8021,474130.2608,381576.1226,425766.9621,469871.9421,453528.5691,377836.9122,411680.402,429059.294
Q9JI46,Nudt3,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,1710129.657,1898500.366,1601959.336,1727533.569,1728559.712,1666775.592,1688764.043,1704335.923,1280606.415,1419300.424,1562330.11
Q8R2U6,Nudt4,Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Mus musculus OX=10090 GN=Nudt4 PE=1 SV=1,527936.1087,588537.9488,469567.0348,559849.0605,524434.0799,450704.9096,497197.7741,532664.8887,523591.9753,442426.8002,494602.2213
Q9JKX6,Nudt5,ADP-sugar pyrophosphatase OS=Mus musculus OX=10090 GN=Nudt5 PE=1 SV=1,119309.5912,136891.4202,100181.3747,112964.3047,111956.5931,112095.2943,103664.3414,109786.0643,116257.8816,111998.5957,110259.5499
Q99P30,Nudt7,Peroxisomal coenzyme A diphosphatase NUDT7 OS=Mus musculus OX=10090 GN=Nudt7 PE=1 SV=2,36150.80337,21555.96922,36019.74073,33101.85487,40045.061,36523.55254,27910.5617,42374.41593,61525.42505,35713.42303,39759.40886
Q9CR24,Nudt8,Nucleoside diphosphate-linked moiety X motif 8 OS=Mus musculus OX=10090 GN=Nudt8 PE=1 SV=1,28249.88314,27346.5836,23726.66817,25511.63858,34752.32543,24239.07102,26111.6813,26441.54741,34286.14594,25321.0669,28611.56228
Q8BVU5,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial OS=Mus musculus OX=10090 GN=Nudt9 PE=1 SV=1",223048.8354,217834.9117,236595.1074,247874.9123,210449.1959,225907.7271,219954.2479,218743.7537,212609.8146,229307.9547,227832.6481
Q5F2E7,Nufip2,Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus OX=10090 GN=Nufip2 PE=1 SV=1,129290.3518,134812.9887,139813.0051,124063.0117,123608.8612,136723.4624,153801.6759,137524.2609,103291.1623,146554.3963,139327.9853
E9Q7G0,Numa1,Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1,296380.9874,266434.3293,265502.3736,251666.0438,295448.8164,266179.7921,276691.2802,268745.7381,234998.7581,271881.7285,268982.9366
F6ZQA3,Numa1,Nuclear mitotic apparatus protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1,221401.5502,196460.3874,196263.0302,170361.5224,218193.979,181103.4486,195296.2423,181176.12,206744.4458,185971.2769,183728.9241
