Total protein number combining all batches: 8864
  In any 2 batche(s): 8837
  In any 1 batche(s): 27
Batch-specific protein numbers:
  batch1: 15
  batch2: 12

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126_B1	sig127N_B1	sig128N_B1	sig128C_B1	sig129C_B1	sig130N_B1	sig131C_B1	sig132C_B1	sig134N_B1	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig127C_B2	sig129N_B2	sig130C_B2	sig131N_B2	sig132N_B2	sig133N_B2	sig133C_B2	sig134C_B2	sig135N_B2
SJPG0119412.001	sp|Q6NSI4|RADX_HUMAN	RPA-related protein RADX OS=Homo sapiens OX=9606 GN=RADX PE=1 SV=2	RADX	-	-	-	-	-	batch1	1	1	0	1.05	75654.57	46712.03	45431.92	44442.77	42665.30	48331.39	63076.06	53803.54	54770.24	batch2	1	1	0	1.05	55839.32	52181.86	54340.64	46073.56	59974.17	44078.93	58918.49	51651.00	46600.27
SJPG0113967.001	sp|O75460|ERN1_HUMAN	Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Homo sapiens OX=9606 GN=ERN1 PE=1 SV=2	ERN1	-	-	-	O	-	batch1	20	8	8	11.57	114240.16	70226.37	77065.38	60143.92	62533.62	65259.50	86856.18	64899.25	74345.90	batch2	20	8	8	11.57	84408.44	78687.02	83163.51	63815.54	90850.39	62216.43	75687.86	71350.96	59104.25
SJPG0102659.001	sp|Q9UL33|TPC2L_HUMAN	Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens OX=9606 GN=TRAPPC2L PE=1 SV=1	TRAPPC2L	-	-	-	-	-	batch1	9	3	0	22.86	132234.70	80828.02	84619.83	64626.13	73811.90	73557.41	92144.40	71319.52	83406.51	batch2	9	3	0	22.86	95755.27	90730.39	108586.36	66735.88	98188.96	68060.16	90181.00	72108.88	63578.20
SJPG0103439.001	sp|P49773|HINT1_HUMAN	Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2	HINT1	-	-	-	-	-	batch1	103	4	0	39.68	2223826.50	1159482.52	1429894.36	1047643.33	1289447.22	1161588.87	1516615.57	1125257.52	1132065.84	batch2	103	4	0	39.68	1664441.80	1624097.72	1688651.53	946507.87	1647864.90	983774.89	1518230.75	1081649.18	971742.20
SJPG0100094.001	sp|O43676|NDUB3_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3	NDUFB3	-	-	-	-	-	batch1	42	6	6	36.73	537432.43	280961.45	343355.69	238158.88	323562.71	303047.06	367956.69	287743.97	327768.67	batch2	42	6	6	36.73	385837.95	359382.83	377597.73	289210.26	356629.29	285532.45	327832.94	322670.64	257590.99
SJPG0121891.001	sp|Q9BZM6|ULBP1_HUMAN	UL16-binding protein 1 OS=Homo sapiens OX=9606 GN=ULBP1 PE=1 SV=1	ULBP1	-	-	-	-	-	batch1	1	1	0	4.1	30641.85	16565.67	18827.45	15585.85	19010.19	16647.36	24333.88	15707.67	19939.08	batch2	1	1	0	4.1	30420.11	21274.40	18978.82	21283.06	15481.36	17711.39	21213.84	15411.01	15331.08
SJPG0103405.001	sp|Q13825|AUHM_HUMAN	"Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=AUH PE=1 SV=1"	AUH	-	-	-	-	-	batch1	48	7	0	23.6	154372.13	86881.04	101879.72	71434.32	89311.78	85064.13	113368.90	83350.97	95940.26	batch2	48	7	0	23.6	124431.07	107979.01	114543.89	89304.41	104610.70	86555.56	94547.67	83425.39	68488.26
SJPG0101905.001	sp|Q5HYK3|COQ5_HUMAN	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ5 PE=1 SV=2"	COQ5	-	-	-	-	-	batch1	74	14	2	46.18	260178.48	153950.56	167133.88	125472.84	150514.76	148724.23	211371.93	160862.57	180100.97	batch2	74	14	2	46.18	202173.06	186201.73	206576.00	148031.22	186212.27	149748.68	170341.66	167015.69	126082.96
SJPG0112697.001	sp|O14493|CLD4_HUMAN	Claudin-4 OS=Homo sapiens OX=9606 GN=CLDN4 PE=1 SV=1	CLDN4	-	-	-	-	-	batch1	8	3	2	16.75	204535.69	125479.74	147865.14	135990.15	158399.85	164071.34	189404.07	161942.76	155468.32	batch2	8	3	2	16.75	149379.71	158995.96	178978.63	141279.99	174301.71	141972.26	164067.36	172088.86	152425.13
SJPG0106932.001	sp|Q9Y2E5|MA2B2_HUMAN	Epididymis-specific alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B2 PE=1 SV=4	MAN2B2	-	-	-	-	-	batch1	4	3	0	3.57	51448.89	27035.38	31697.73	22544.10	26000.22	27475.29	31467.16	27203.33	31175.10	batch2	4	3	0	3.57	36079.95	31711.11	40479.16	30444.96	37666.71	25388.10	29112.71	25286.33	19089.56
SJPG0105999.004	tr|Q2VIL8|Q2VIL8_HUMAN	RcCTAGE5 (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1	NA	-	-	-	-	-	batch1	29	5	0	5.43	292356.57	173855.45	200308.54	153369.81	171968.60	177435.61	216641.81	167746.32	187953.48	batch2	29	5	0	5.43	213804.47	203520.34	214478.66	166773.07	215857.54	164171.77	202931.99	182000.44	159754.41
SJPG0105043.001	sp|Q9NTM9|CUTC_HUMAN	Copper homeostasis protein cutC homolog OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1	CUTC	-	-	-	-	-	batch1	4	3	0	16.48	149504.31	78520.01	97473.59	73200.50	88997.08	82524.47	100371.03	79655.06	84630.39	batch2	4	3	0	16.48	107944.43	105630.63	109801.86	71884.94	118334.09	70240.01	103827.65	82782.51	64737.79
SJPG0101345.001	sp|Q8IUH5|ZDH17_HUMAN	Palmitoyltransferase ZDHHC17 OS=Homo sapiens OX=9606 GN=ZDHHC17 PE=1 SV=2	ZDHHC17	-	-	-	-	-	batch1	8	1	0	1.58	36129.73	24939.76	26327.72	23042.92	23915.41	24486.37	30734.75	23704.38	25929.81	batch2	8	1	0	1.58	28098.55	27360.07	29525.59	24184.64	29870.09	22969.87	28359.18	26770.79	21148.44
SJPG0100969.001	sp|P56556|NDUA6_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4	NDUFA6	-	-	-	-	-	batch1	52	6	0	40.62	418939.46	212511.30	274050.73	187124.43	215858.97	224733.50	296038.92	217709.07	259552.61	batch2	52	6	0	40.62	289942.21	259387.72	277091.35	236848.43	285653.91	223997.73	253372.12	254064.27	182239.64
SJPG0121875.001	sp|Q9HAW9|UD18_HUMAN	UDP-glucuronosyltransferase 1A8 OS=Homo sapiens OX=9606 GN=UGT1A8 PE=1 SV=1	UGT1A8	-	-	-	-	-	batch1	85	8	0	12.08	432354.19	221542.62	280590.08	186890.84	279168.99	259779.79	282548.23	231588.20	264916.88	batch2	85	8	0	12.08	363487.88	325139.72	328975.34	227090.25	277338.61	223566.55	266995.73	230198.01	187673.78
SJPG0106649.001	sp|Q8N9N2|ASCC1_HUMAN	Activating signal cointegrator 1 complex subunit 1 OS=Homo sapiens OX=9606 GN=ASCC1 PE=1 SV=1	ASCC1	-	-	-	-	-	batch1	27	7	0	17	210670.95	122694.95	133817.79	103369.86	124591.04	117821.55	151942.73	118638.25	130611.94	batch2	27	7	0	17	157099.61	147787.08	153653.20	105877.80	152177.97	112612.36	146729.02	118137.47	110138.35
SJPG0117378.001	sp|Q5TGZ0|MIC10_HUMAN	MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1	MICOS10	-	-	-	-	-	batch1	19	1	0	10.26	745393.90	399097.24	531800.99	411020.69	504116.67	483793.59	635716.07	473681.41	518913.38	batch2	19	1	0	10.26	610307.08	621255.81	658572.37	398661.96	551788.74	400668.14	557972.62	487393.67	414033.39
SJPG0104132.001	sp|O43739|CYH3_HUMAN	Cytohesin-3 OS=Homo sapiens OX=9606 GN=CYTH3 PE=1 SV=2	CYTH3	-	-	-	-	-	batch1	4	3	0	7.75	48944.68	26557.55	30840.91	22182.92	25187.47	21782.32	33808.54	27034.38	28031.35	batch2	4	3	0	7.75	37009.93	33000.93	31095.08	27218.89	33728.57	22804.08	29140.91	22002.83	24519.78
SJPG0111680.001	sp|Q9HCU9|BRMS1_HUMAN	Breast cancer metastasis-suppressor 1 OS=Homo sapiens OX=9606 GN=BRMS1 PE=1 SV=1	BRMS1	-	-	-	-	-	batch1	6	3	0	9.35	41476.03	25892.02	27510.40	19553.73	24147.78	22949.85	29097.62	24422.37	25425.39	batch2	6	3	0	9.35	33257.15	29351.13	29997.83	19073.94	27292.65	21593.74	29836.30	25355.02	23229.34
SJPG0101651.001	sp|Q00535|CDK5_HUMAN	Cyclin-dependent-like kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3	CDK5	-	-	O	O	-	batch1	44	10	2	35.96	294223.03	163277.90	188173.72	153738.44	181418.85	167982.59	208228.23	166065.27	178382.88	batch2	44	10	2	35.96	218136.62	212093.98	230969.51	138345.87	241131.87	148954.99	220182.90	152475.47	146552.33
SJPG0138404.001	cu|ELAC2_A501T|snp	ELAC2|uc010vvr.2|A501T|chr17:12899902-12899902.C_T	NA	-	-	-	-	-	batch1	10	1	1	11.47	283310.24	167048.54	183673.27	138584.73	162447.25	155238.23	201870.25	152230.49	167284.71	batch2	10	1	1	11.47	221555.41	198968.13	206311.60	143733.82	205660.40	142386.97	190255.04	160084.01	133953.47
SJPG0115237.005	sp|Q9Y4D8-5|HECD4_HUMAN	Isoform 5 of Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens OX=9606 GN=HECTD4	HECTD4	-	-	-	-	-	batch1	1	1	0	0.68	95264.80	49807.63	55386.51	53089.91	44412.65	45966.96	69246.30	46382.73	57152.35	batch2	1	1	0	0.68	63120.01	51919.05	70277.85	49048.69	66982.36	44840.23	65967.21	51273.48	45561.17
SJPG0101876.001	sp|Q02338|BDH_HUMAN	"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3"	BDH1	-	-	-	-	-	batch1	181	17	11	47.23	692235.98	363701.69	443454.83	300437.58	404841.01	378986.07	459308.60	355900.26	409962.72	batch2	181	17	11	47.23	522587.07	483218.45	486959.29	353689.22	437564.98	362373.07	420474.93	388498.99	306156.17
SJPG0117853.001	sp|O95644|NFAC1_HUMAN	"Nuclear factor of activated T-cells, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=NFATC1 PE=1 SV=3"	NFATC1	-	O	-	-	-	batch1	2	1	0	1.17	164907.61	93111.57	115724.28	92965.21	105656.54	102994.12	136147.11	91044.03	105538.79	batch2	2	1	0	1.17	120799.16	117969.46	127435.78	97088.82	139568.15	96636.66	124896.51	96665.81	81907.67
SJPG0102138.001	sp|Q16740|CLPP_HUMAN	"ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1"	CLPP	-	-	-	-	-	batch1	120	15	11	45.12	713585.79	378143.58	468962.61	338429.94	458810.43	418215.96	493050.76	392926.71	445554.25	batch2	120	15	11	45.12	512067.46	515038.21	532093.62	385295.46	487389.28	387735.96	462617.74	430377.74	348670.24
SJPG0102231.001	sp|P49069|CAMLG_HUMAN	Calcium signal-modulating cyclophilin ligand OS=Homo sapiens OX=9606 GN=CAMLG PE=1 SV=1	CAMLG	-	-	-	-	-	batch1	13	2	1	11.49	164074.77	95551.28	112842.80	78145.04	93607.94	93408.88	113244.74	89242.52	102826.90	batch2	13	2	1	11.49	125475.05	114455.38	124126.90	81960.01	124475.19	84972.00	112838.61	90885.74	79264.27
SJPG0101386.001	sp|P11441|UBL4A_HUMAN	Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1	UBL4A	-	-	-	-	-	batch1	36	7	1	49.68	168748.51	89438.02	104526.28	74581.24	95301.98	83415.86	107364.22	83559.86	89784.56	batch2	36	7	1	49.68	122130.23	110243.59	116747.93	74119.92	123986.63	77295.94	109805.35	82461.04	74518.18
SJPG0104715.001	sp|Q9UMY1|NOL7_HUMAN	Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2	NOL7	-	-	-	-	-	batch1	76	8	3	22.96	449358.97	264059.74	290645.19	212562.17	259140.89	252604.23	313948.76	234797.98	283387.48	batch2	76	8	3	22.96	325006.46	290431.41	325823.61	248018.47	318061.40	246891.47	287896.61	265313.33	219098.93
SJPG0106145.001	sp|Q7Z6M4|MTEF4_HUMAN	"Transcription termination factor 4, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF4 PE=1 SV=3"	MTERF4	-	-	-	-	-	batch1	18	8	0	20.73	201688.79	117261.22	134783.01	99882.46	113962.72	113652.52	144257.11	109570.00	130917.29	batch2	18	8	0	20.73	153025.88	131534.33	147926.53	120182.84	151638.76	112336.96	127510.24	113519.60	96713.47
SJPG0109285.002	tr|J3KR51|J3KR51_HUMAN	HCG1787564 OS=Homo sapiens OX=9606 GN=ZNF525 PE=1 SV=1	ZNF525	-	-	-	-	-	batch1	4	1	0	4.18	15033.45	9178.31	8408.18	7845.00	8029.70	8401.82	10710.48	6150.71	7092.44	batch2	4	1	0	4.18	13176.42	9896.91	12030.55	5563.97	12732.04	4997.72	9874.21	9064.54	5770.77
SJPG0106500.001	sp|O95749|GGPPS_HUMAN	Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1	GGPS1	-	-	-	-	-	batch1	23	5	0	16	123663.67	70432.20	83125.50	63688.01	76536.01	66322.29	87232.03	64655.38	72326.45	batch2	23	5	0	16	93507.58	89397.03	95318.91	58892.68	95003.65	64223.81	84620.37	63493.71	62066.35
SJPG0105516.001	sp|O95639|CPSF4_HUMAN	Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1	CPSF4	-	-	-	-	-	batch1	36	9	0	38.66	299211.44	163375.70	199184.32	140515.17	189194.12	174486.88	206249.55	159353.35	186226.91	batch2	36	9	0	38.66	218779.10	210029.45	217357.54	158645.73	209441.13	167372.56	192453.29	179603.27	143991.25
SJPG0103639.001	sp|Q06481|APLP2_HUMAN	Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2	APLP2	-	-	-	-	-	batch1	33	8	0	8.39	193711.18	128193.69	126921.92	101676.49	113267.96	132448.38	162612.30	127093.99	143900.49	batch2	33	8	0	8.39	167218.53	161985.19	152670.38	115187.18	141579.48	116990.27	134401.79	115856.75	116379.86
SJPG0101341.002	tr|Q8N353|Q8N353_HUMAN	TMEM106B protein (Fragment) OS=Homo sapiens OX=9606 GN=TMEM106B PE=2 SV=1	TMEM106B	-	-	-	-	-	batch1	50	8	1	29.3	584419.45	357772.43	409498.93	316616.10	368462.77	368024.56	447693.54	358794.26	407659.85	batch2	50	8	1	29.3	439676.98	409384.76	443816.43	359557.27	460006.97	356687.02	412329.04	386713.24	320324.72
SJPG0102634.004	tr|Q12843|Q12843_HUMAN	Breakpoint cluster region protein (Fragment) OS=Homo sapiens OX=9606 GN=BCR PE=4 SV=1	BCR	-	-	-	-	-	batch1	14	5	1	5.13	70610.63	38097.11	44368.93	32860.20	40684.67	37119.89	47806.78	34626.12	40829.26	batch2	14	5	1	5.13	52229.08	48835.48	52789.15	31774.40	55430.58	34512.23	44746.95	34281.79	31885.59
SJPG0121050.001	sp|Q9NS93|TM7S3_HUMAN	Transmembrane 7 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM7SF3 PE=2 SV=1	TM7SF3	-	-	-	-	-	batch1	24	6	0	11.4	202491.65	120593.32	134570.39	108580.98	122972.56	118388.67	152048.75	119571.89	134780.08	batch2	24	6	0	11.4	143772.93	137404.27	154435.80	114223.61	154866.02	118163.24	137102.74	134130.09	108541.93
SJPG0106413.001	sp|P07477|TRY1_HUMAN	Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	PRSS1	-	-	-	-	-	batch1	176	2	0	11.34	475917.69	413050.61	465842.73	553003.21	554872.33	468474.70	535569.06	553751.83	513693.98	batch2	176	2	0	11.34	401216.03	427449.04	416769.25	543937.73	441237.93	716944.42	511613.58	496661.36	641723.86
SJPG0105224.001	sp|Q8TE04|PANK1_HUMAN	Pantothenate kinase 1 OS=Homo sapiens OX=9606 GN=PANK1 PE=1 SV=2	PANK1	-	-	-	-	-	batch1	9	4	0	5.18	64005.43	43262.23	51999.55	36020.03	40199.04	44244.76	44196.27	36946.32	44437.16	batch2	9	4	0	5.18	51845.70	50681.68	51690.39	34217.75	57726.67	38181.80	50627.62	36534.88	35326.20
SJPG0100377.001	sp|Q99747|SNAG_HUMAN	Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1	NAPG	-	-	-	-	-	batch1	82	13	0	38.46	413823.12	240323.12	279486.04	195178.00	252310.88	224876.71	295142.46	216672.73	280489.57	batch2	82	13	0	38.46	315743.16	298665.71	317741.33	206786.25	322421.44	209965.85	282471.24	236574.06	196972.58
SJPG0155011.002	cu|RRBP1_Q426P|snp	RRBP1|uc021waw.1|Q426P|chr20:17639876-17639876.T_G	NA	-	-	-	-	-	batch1	69	5	0	83.59	2972371.48	2433129.06	2249706.66	1841563.12	2071738.13	1563247.43	2891006.22	2357956.02	2089697.46	batch2	69	5	0	83.59	2967823.18	2783701.58	2403480.86	1788034.27	2243055.76	2283474.34	2209291.47	1686769.83	2039807.62
SJPG0101188.001	sp|P18206|VINC_HUMAN	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	VCL	-	-	-	-	-	batch1	991	85	0	63.93	1966270.43	1048427.40	1287549.22	941573.64	1178888.46	1048042.66	1347271.79	1050045.04	1100844.26	batch2	991	85	0	63.93	1548808.01	1426940.93	1459964.31	964741.75	1345316.73	991561.57	1282037.66	959040.10	941893.44
SJPG0106473.001	sp|Q9HCS7|SYF1_HUMAN	Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2	XAB2	-	-	-	-	-	batch1	176	33	30	36.02	417251.65	242363.16	274862.49	204409.46	243572.49	242549.83	298191.14	230089.08	258776.96	batch2	176	33	30	36.02	303584.89	284258.25	298702.47	228001.95	301626.26	232414.80	270429.32	246478.00	217015.73
SJPG0107046.001	sp|O15118|NPC1_HUMAN	NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2	NPC1	-	-	-	-	-	batch1	25	8	0	6.02	195478.80	114556.80	133890.64	97118.68	119814.99	116644.19	142721.04	107551.33	129973.00	batch2	25	8	0	6.02	138217.76	131242.39	144184.86	115308.21	144613.95	109714.26	132928.33	129197.98	98796.22
SJPG0102661.005	sp|Q96M27-5|PRRC1_HUMAN	Isoform 5 of Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1	PRRC1	-	-	-	-	-	batch1	18	6	1	12.68	435926.19	234576.62	284379.89	216487.83	262002.77	239501.56	299425.43	230849.53	249855.60	batch2	18	6	1	12.68	299159.84	308709.08	302088.89	212801.59	315732.69	212259.09	306145.19	231312.45	242145.51
SJPG0137969.001	cu|DSG2_R773K|snp	DSG2|uc002kwu.4|R773K|chr18:29122799-29122799.G_A	NA	-	-	-	-	-	batch1	41	4	3	62.28	1254150.86	768087.02	836094.71	585569.35	724193.57	745449.19	851617.68	666535.52	797024.73	batch2	41	4	3	62.28	980006.16	923703.12	894060.84	728334.21	863033.81	670439.35	792259.35	651976.09	653824.43
SJPG0100023.003	sp|P06753-3|TPM3_HUMAN	Isoform 3 of Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3	TPM3	-	-	-	-	-	batch1	670	34	0	67.2	7966401.84	4695962.42	5278303.31	3987638.12	4887537.63	4504136.04	5671795.46	4493227.13	4707985.57	batch2	670	34	0	67.2	6090716.18	5786514.74	6083238.93	3809344.51	6308941.64	4068557.50	5500495.45	4318250.45	4176720.53
SJPG0100218.001	sp|P47756|CAPZB_HUMAN	F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4	CAPZB	-	-	-	-	-	batch1	348	18	0	45.85	1864363.56	1108480.15	1199889.13	960792.99	1180170.29	1111487.20	1320076.19	1051612.16	1134028.97	batch2	348	18	0	45.85	1401003.70	1368285.29	1443514.19	942920.78	1429610.75	976961.57	1325155.62	1058429.19	962545.28
SJPG0102430.010	sp|B7ZAP0|RBG10_HUMAN	"Rab GTPase-activating protein 1-like, isoform 10 OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1"	RABGAP1L	-	-	-	-	-	batch1	20	4	0	19.37	290089.55	170521.86	195641.19	152255.32	183084.56	176921.42	228375.58	171927.16	188862.44	batch2	20	4	0	19.37	218950.72	213471.64	232507.45	158068.48	235462.51	166047.33	204947.85	164716.94	156103.55
SJPG0112762.001	sp|Q9NX76|CKLF6_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CMTM6 PE=1 SV=1	CMTM6	-	-	-	-	-	batch1	2	1	1	5.46	68240.38	47220.03	50821.60	39026.59	45290.39	50670.15	57786.78	38112.85	51971.84	batch2	2	1	1	5.46	65913.76	55232.37	58881.91	42733.06	57449.19	40111.64	44440.48	46356.05	38605.37
SJPG0104434.001	sp|Q7Z3J2|VP35L_HUMAN	VPS35 endosomal protein sorting factor-like OS=Homo sapiens OX=9606 GN=VPS35L PE=1 SV=2	VPS35L	-	-	-	-	-	batch1	18	8	0	9.24	138420.15	80480.05	94428.29	73762.86	83823.78	83844.02	104122.43	82688.55	91500.38	batch2	18	8	0	9.24	104895.98	99670.79	107756.55	72982.79	113348.20	74699.51	105218.68	79678.92	73607.12
SJPG0113946.001	sp|Q8TE67|ES8L3_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 3 OS=Homo sapiens OX=9606 GN=EPS8L3 PE=1 SV=2	EPS8L3	-	-	-	-	-	batch1	53	15	0	28.33	263553.57	146866.55	167322.79	138166.11	155062.13	155413.48	192534.87	150215.53	174552.38	batch2	53	15	0	28.33	190498.53	184157.08	194613.23	134008.38	205271.83	136718.25	193368.30	161072.61	136127.46
SJPG0103914.001	sp|Q13724|MOGS_HUMAN	Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5	MOGS	-	-	-	-	-	batch1	216	24	0	31.54	994271.55	556141.32	664545.45	479593.41	569121.31	564843.93	700290.70	531055.98	618122.02	batch2	216	24	0	31.54	687302.36	645611.74	708813.90	548100.44	740331.38	543205.47	654216.94	610172.07	470585.15
SJPG0105671.001	sp|Q9H000|MKRN2_HUMAN	Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens OX=9606 GN=MKRN2 PE=1 SV=2	MKRN2	-	-	-	-	-	batch1	1	1	0	2.88	52420.02	24899.76	27785.15	20232.61	29910.85	22840.59	30727.39	24196.96	25512.23	batch2	1	1	0	2.88	31666.90	30086.99	35873.86	18782.23	36676.95	22091.81	34636.23	24865.74	21225.70
SJPG0110639.001	sp|Q9Y2I9|TBC30_HUMAN	TBC1 domain family member 30 OS=Homo sapiens OX=9606 GN=TBC1D30 PE=1 SV=2	TBC1D30	-	-	-	-	-	batch1	3	3	2	4.22	47592.77	25963.11	31097.25	24343.67	28960.00	26801.28	37803.97	23326.03	30568.90	batch2	3	3	2	4.22	35079.10	32945.60	38154.51	22861.15	34759.74	27212.17	29641.03	27695.24	25002.88
SJPG0114970.001	sp|A0A1B0GV03|GG6L7_HUMAN	Golgin subfamily A member 6-like protein 7 OS=Homo sapiens OX=9606 GN=GOLGA6L7 PE=3 SV=1	GOLGA6L7	-	-	-	-	-	batch1	1	1	1	1.13	37517.86	40161.01	27387.65	24888.69	11196.48	18404.04	41131.23	25427.11	36594.52	batch2	1	1	1	1.13	23012.35	31239.79	32174.76	31535.44	32722.96	20774.00	35155.49	16786.83	27679.68
SJPG0107371.001	sp|Q9BRA0|LSMD1_HUMAN	"N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA38 PE=1 SV=1"	NAA38	-	-	-	-	-	batch1	2	1	0	7.2	45411.95	24735.47	25385.53	20568.56	35045.02	24961.51	31206.66	27764.03	29626.19	batch2	2	1	0	7.2	31805.18	40247.82	29906.47	22357.95	38117.59	23076.85	30924.08	26422.99	21407.47
SJPG0103673.001	sp|O60547|GMDS_HUMAN	"GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1"	GMDS	-	-	-	-	-	batch1	424	22	1	57.26	3382479.91	1849789.45	2302849.13	1755919.89	1986722.43	1841971.14	2396729.22	1863637.13	1973935.73	batch2	424	22	1	57.26	2470462.34	2416675.64	2541788.83	1565922.28	2732298.11	1677154.86	2503309.04	1732684.17	1728302.12
SJPG0103346.001	sp|Q9NY33|DPP3_HUMAN	Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2	DPP3	-	-	-	-	-	batch1	204	26	0	41.93	881495.98	466781.60	581685.56	453634.81	519496.95	472454.91	622750.21	483287.95	506490.95	batch2	204	26	0	41.93	641902.63	623583.14	655014.44	410243.37	666922.78	432544.13	631473.15	468172.29	442834.13
SJPG0107114.001	sp|O95900|TRUB2_HUMAN	Mitochondrial mRNA pseudouridine synthase TRUB2 OS=Homo sapiens OX=9606 GN=TRUB2 PE=1 SV=1	TRUB2	-	-	-	-	-	batch1	16	5	0	17.52	147545.94	82414.66	97651.79	68455.21	86048.58	82175.35	109620.78	80511.46	94280.26	batch2	16	5	0	17.52	113483.81	102372.34	107428.17	80384.87	98810.77	85118.99	97167.04	88124.48	66194.17
SJPG0110880.001	sp|Q4ZHG4|FNDC1_HUMAN	Fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FNDC1 PE=2 SV=4	FNDC1	-	-	-	-	-	batch1	1	1	0	0.58	3809538.42	2517982.27	1939949.15	683556.25	1031116.69	1238662.08	1845274.70	723018.12	1510924.00	batch2	1	1	0	0.58	3059362.85	1772875.12	1983269.54	1228701.45	2114108.41	1049580.02	1811242.36	1028086.67	599676.14
SJPG0100149.003	sp|Q01082-3|SPTB2_HUMAN	"Isoform 2 of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1"	SPTBN1	-	-	-	-	-	batch1	3241	176	1	70.35	6651349.87	3768158.68	4423048.80	3240552.37	3962519.04	3968704.96	4774125.43	3672864.00	4307614.49	batch2	3241	176	1	70.35	4809646.78	4670218.66	4933827.84	3441014.19	5108259.85	3461649.50	4669728.28	3920787.10	3456158.33
SJPG0102928.001	sp|Q16795|NDUA9_HUMAN	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2"	NDUFA9	-	-	-	-	-	batch1	102	13	0	39.26	376114.26	207206.86	247168.51	173087.30	213517.73	205889.56	271192.17	200412.73	237757.07	batch2	102	13	0	39.26	279968.46	245122.53	266102.40	211157.55	262381.11	209665.39	237216.04	227398.29	165519.11
