ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group1_4,Group2_1,Group2_2,Group2_3,Group2_4,Group3_1,Group3_2,Group3_3,Group3_4,Group4_1,Group4_2,Group4_3,Group4_4
sp|P50750|CDK9_HUMAN,CDK9,Cyclin-dependent kinase 9 OS=Homo sapiens OX=9606 GN=CDK9 PE=1 SV=3,221740.5,230855.31,213206.9,208548.81,203271.91,204237.52,213418.11,203685.44,215537.6,186479.64,222666.88,213190.67,198465.78,226658.07,202675.7,199707.85
sp|Q7KYR7|BT2A1_HUMAN,BTN2A1,Butyrophilin subfamily 2 member A1 OS=Homo sapiens OX=9606 GN=BTN2A1 PE=1 SV=3,119530.24,130922.76,155653.2,144330.29,134135.53,152262.96,122647.09,131636.97,149046.46,155150.81,149603.95,150743.31,129155.85,105109.43,100764.45,111191.02
sp|Q7Z3B1|NEGR1_HUMAN,NEGR1,Neuronal growth regulator 1 OS=Homo sapiens OX=9606 GN=NEGR1 PE=1 SV=3,221473.63,194661.28,234820.74,238430.37,153439.84,192855.53,191717.05,234199.77,119443.95,228016.81,158376.64,142551.43,142392.45,110149.44,142775.32,109034.31
sp|O95347|SMC2_HUMAN,SMC2,Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2,148599.19,142453.48,149845,158676.11,229149.52,225214.79,157465.21,119314.89,232551.33,160690.01,168825.27,223699.92,153367.59,195436.73,177879.89,238111.24
sp|Q9BW61|DDA1_HUMAN,DDA1,DET1- and DDB1-associated protein 1 OS=Homo sapiens OX=9606 GN=DDA1 PE=1 SV=1,148869,154478.9,206578.72,164712.89,147241.78,152644.55,161014.1,137809.94,113131.76,206113.15,132331.72,219205.12,145596.48,109257.51,145186.36,152162.99
sp|Q8WUU5|GATD1_HUMAN,GATAD1,GATA zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATAD1 PE=1 SV=1,72152.94,105581.85,117541.17,188803.53,108514.98,88687.28,84726.74,103400,104634.68,109125.86,123558.96,130773.02,64354.83,79891.48,,95519.61
sp|Q86VX9|MON1A_HUMAN,MON1A,Vacuolar fusion protein MON1 homolog A OS=Homo sapiens OX=9606 GN=MON1A PE=1 SV=3,94210.97,101175.23,88269.09,92329.41,93712.76,84778.86,77339.23,70659.09,87399.35,85737.37,83615.25,82937.71,75203.87,86487.76,86469.62,104479.39
sp|P58401|NRX2B_HUMAN,NRXN2,Neurexin-2-beta OS=Homo sapiens OX=9606 GN=NRXN2 PE=1 SV=1,168029.15,179414.49,141923.41,152686.02,459471.01,475276.14,521296.88,502509.33,135495.42,202466.46,162332.34,132455.49,411144.7,442988.9,446350.62,398848.73
sp|P60660|MYL6_HUMAN,MYL6,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,273614.45,300321.54,307567.05,268808.87,299574.27,307115.48,353147.22,325750.98,300860.61,253130.53,311136.05,248167.46,345178.61,353961.21,337511.45,306660.85
sp|Q9Y285|SYFA_HUMAN,FARSA,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,436065.3,436152.68,432381.9,438118.21,465755.55,496284.34,501012.95,525443.99,419385.52,467319.03,427133.44,450951.98,511048.98,487995.38,515312.9,503603.23
sp|Q9H492|MLP3A_HUMAN,MAP1LC3A,Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens OX=9606 GN=MAP1LC3A PE=1 SV=2,622789.29,537359.91,656291.54,625563.31,541604.46,601953.25,640834.42,712430.77,533185.23,788017.25,630034.25,608732.44,627606.42,503640.55,628953.3,569866.2
sp|P54709|AT1B3_HUMAN,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,444331.92,439258.93,448228.86,445134.79,409671.44,439530.42,443009.36,448834.2,457666.13,516877.43,473497.82,456686.72,427100.12,402077.13,455404.46,431179.86
sp|Q70CQ3|UBP30_HUMAN,USP30,Ubiquitin carboxyl-terminal hydrolase 30 OS=Homo sapiens OX=9606 GN=USP30 PE=1 SV=1,208460.37,233976.37,196408.07,214239.18,177917.26,133304.01,146041.32,159711.77,215927.98,212851.24,233251.63,205023.94,109304.6,155816.89,105034.93,154541.75
sp|O60826|CCD22_HUMAN,CCDC22,Coiled-coil domain-containing protein 22 OS=Homo sapiens OX=9606 GN=CCDC22 PE=1 SV=1,80921.93,103305.81,99954.04,82971.77,119169.14,158399.96,149572.33,117327.41,119659.04,100109.07,118851.4,134670.03,172335.04,106847,123849.86,139168.96
sp|P00338|LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,698086.08,586562.12,676548.53,660663.12,600515.17,689823.72,710012.57,824005.03,517395.84,654565.85,655248.57,555605.22,679165.18,542849.48,662964,625159.54
sp|P53004|BIEA_HUMAN,BLVRA,Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,641575.64,665434.71,610160.91,633652.74,695265.33,694693.64,678725.28,675439.52,567897.66,561349.85,544218.95,595065.24,626587.62,602312.13,604836.51,614015.67
sp|A1A5C7|S22AN_HUMAN,SLC22A23,Solute carrier family 22 member 23 OS=Homo sapiens OX=9606 GN=SLC22A23 PE=1 SV=2,128034.06,134309.67,113011.48,93237.58,106224.41,127960.72,111170.26,109149.32,116246.69,138370.8,87417.19,96801.21,78156.62,82469.4,116577.65,113489.33
sp|Q8IUL8|CILP2_HUMAN,CILP2,Cartilage intermediate layer protein 2 OS=Homo sapiens OX=9606 GN=CILP2 PE=2 SV=2,79205.8,80285.12,83609.77,72235.85,89742.32,92431.65,83654.19,60520.7,103505.51,38903.49,83587.53,88260.73,95203.18,98583.71,81396.91,93778.33
sp|Q9NXR7|BABA2_HUMAN,BABAM2,BRISC and BRCA1-A complex member 2 OS=Homo sapiens OX=9606 GN=BABAM2 PE=1 SV=2,127362.74,127961.85,132918.33,123961.48,140076.21,133544.43,145917.46,135935.11,140476.1,147107.59,129054.73,136094.04,153158.92,145074.4,129350.77,138922.59
sp|Q7KZI7|MARK2_HUMAN,MARK2,Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2,211629.41,216440.97,211343.76,220642.93,200592.46,209872.69,217924.55,218780.78,211124.38,228035.62,214667.73,217166.38,220144.65,190645.91,198368.99,196879.42
sp|P42224|STAT1_HUMAN,STAT1,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,163280.6,153637.09,173451.53,143310.19,197314.96,194234.74,184490.89,136112.83,178382.25,150481.3,177562.91,173002.75,174867.51,201690.62,191345.84,212336.61
sp|Q14982|OPCM_HUMAN,OPCML,Opioid-binding protein/cell adhesion molecule OS=Homo sapiens OX=9606 GN=OPCML PE=1 SV=1,116400.28,157344.25,135368.5,165953.09,95310.35,153508.93,134433.91,192249.85,130674.68,163325.19,153432.99,133091.87,143256.54,49067.9,114399.73,72430.72
sp|P28288|ABCD3_HUMAN,ABCD3,ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1,261476.41,274884.06,257780.46,261192.39,261262.24,228589.91,250824.37,240143.99,284549.63,266918.42,258662.66,261122.46,238991.87,251122.26,219214.02,241816.86
sp|Q9BTE7|DCNL5_HUMAN,DCUN1D5,DCN1-like protein 5 OS=Homo sapiens OX=9606 GN=DCUN1D5 PE=1 SV=1,172534.67,154147.27,164184.57,172456.03,200653.55,168081.04,176739.75,169082.72,127867.64,125032.77,129522.81,141003.79,152947.19,169976.07,133349.53,176875.92
sp|P06746|DPOLB_HUMAN,POLB,DNA polymerase beta OS=Homo sapiens OX=9606 GN=POLB PE=1 SV=3,204772.43,212626.06,207550.42,213697.84,182984.21,161929.7,206194.27,173568.47,194496.59,178083.04,175112.42,213391.74,172397.83,192545.44,136004.33,154047.91
sp|A1L020|MEX3A_HUMAN,MEX3A,RNA-binding protein MEX3A OS=Homo sapiens OX=9606 GN=MEX3A PE=1 SV=1,216773.81,212771.44,210699.33,202838.89,177133.22,178747.96,164498.98,167460.26,192441.32,231579.69,201247.97,204624.12,180571.64,178632.13,198130.69,184824.48
sp|Q8TAD8|SNIP1_HUMAN,SNIP1,Smad nuclear-interacting protein 1 OS=Homo sapiens OX=9606 GN=SNIP1 PE=1 SV=1,117027.67,126886.34,131483.01,138357.06,130400.37,91191.23,166661.06,90389.26,152433,142519.03,146254.2,129658.33,111098.64,116181.65,231461.02,141076.63
sp|Q96ER9|MITOK_HUMAN,CCDC51,Mitochondrial potassium channel OS=Homo sapiens OX=9606 GN=CCDC51 PE=1 SV=2,372780.33,363057.31,349158.24,363554.68,288689.87,278461.92,303255.67,263159.3,391642.41,345100.51,363724.46,360695.63,264381.4,286994.18,267334.45,312537.79
sp|P55145|MANF_HUMAN,MANF,Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3,353390.77,330915.3,351734.8,344373.3,243073.77,262911.46,274735.94,287343.03,354759.13,348104.22,386151.33,351173.36,294678.04,240103.29,275968.23,268605.1
sp|P35080|PROF2_HUMAN,PFN2,Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3,962317.16,852408.8,904787.22,892785.57,1003713.28,1076444.42,1038361.11,1122356.83,829267.37,1049298.12,873163.15,874462.01,989897.94,895134.93,1096006.28,985970.78
sp|Q9Y3T9|NOC2L_HUMAN,NOC2L,Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4,321224.41,341710.72,309777.33,299010.96,294409.04,258811.31,284155.08,234567.87,290476.06,273902.84,251022.44,283776.2,251010.55,267943.79,231137.5,261313.48
sp|O95298|NDUC2_HUMAN,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1,849545.16,978609.66,865620.99,994028.51,903295.58,873703.83,902966.02,889416.45,979500.99,943863.09,913117.64,903429.31,792322.97,852603.74,824765.93,784019.31
sp|P51784|UBP11_HUMAN,USP11,Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens OX=9606 GN=USP11 PE=1 SV=3,90378.63,115368.06,108000.45,104490.71,91432.8,92086.62,100456.14,95161.76,107224.79,97206.42,90313.78,95453.5,97601.79,83800.88,88783.95,96783.51
sp|Q9BWS9|CHID1_HUMAN,CHID1,Chitinase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHID1 PE=1 SV=1,224541.73,254809.56,255909.35,247350.44,252097,249604.17,250988.28,247130.64,299747.49,251483.77,264976.69,270695.96,275809.16,295444.75,260380.18,306814.16
sp|Q9H993|ARMT1_HUMAN,ARMT1,Damage-control phosphatase ARMT1 OS=Homo sapiens OX=9606 GN=ARMT1 PE=1 SV=1,237973.06,248659.57,243204.55,224291.02,274361.37,263909.78,240272.12,260784.15,238511.73,225963.62,209338.79,244767.53,255234.65,245346.92,264007.31,262829.03
sp|Q9Y6M7|S4A7_HUMAN,SLC4A7,Sodium bicarbonate cotransporter 3 OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=2,105188.86,113849.41,116694.38,111562.01,98400.96,101746.07,105273.32,105509.91,123775.06,125242.53,116337.67,117743.11,135787.09,117484.78,123191.7,112532.29
sp|P15531|NDKA_HUMAN,NME1,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,1545839.19,1401199.14,1458454.15,1445678.21,1521389.67,1802414.35,1683123.12,1809864.25,1235710.6,1560210.99,1430285.45,1378785.45,1593780.73,1388687.33,1715793.57,1502449.56
sp|P22392|NDKB_HUMAN,NME2,Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1,868511.16,784653.11,863254.75,834082.17,810893.82,871965.42,882406.55,1066995.57,629555.87,749772.81,830719.42,670867.48,862997.55,748550.4,835766.85,799673.27
sp|Q1L5Z9|LONF2_HUMAN,LONRF2,LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens OX=9606 GN=LONRF2 PE=1 SV=3,85947.25,81046.67,108110.9,98701.48,92479.19,103471.73,102947.94,59015.59,78985.46,135235.09,83971.27,70103.15,93979.27,62576.16,73500.69,65809.25
sp|Q96B77|TM186_HUMAN,TMEM186,Transmembrane protein 186 OS=Homo sapiens OX=9606 GN=TMEM186 PE=1 SV=1,240002.93,240932.51,221840.84,229554.22,257805.43,205669.68,221604.86,221219.39,215056.27,190649.03,237208.73,216185.26,229368.91,270456.67,238195.16,236632.81
sp|P54105|ICLN_HUMAN,CLNS1A,Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1,514035.8,451232.09,464273.1,431247.95,541014.68,556446.29,547461.92,510133.44,394348.44,402374.84,465075.94,418221.39,524881.91,584251.8,582000.24,567699.86
sp|P46736|BRCC3_HUMAN,BRCC3,Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3 PE=1 SV=2,344882.62,302502.77,301628.16,285675.72,296960.43,263986.38,269979.9,277824.46,278820.34,295211.99,280667.18,301858.53,303260.36,292445.83,254809.17,297545.98
sp|Q96G97|BSCL2_HUMAN,BSCL2,Seipin OS=Homo sapiens OX=9606 GN=BSCL2 PE=1 SV=3,570193.38,590035.78,556906.9,552028.47,640736.73,528839.08,422942.38,550016.34,499272.65,375238.89,499032.14,495970.59,427441.18,533654.23,458086.86,457152.34
sp|Q96D46|NMD3_HUMAN,NMD3,60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,134791.85,178009.52,190814.68,140877.45,191410.73,142390.35,145058.44,133004.92,205862.31,140545.92,122566.34,172408.57,153461.99,179060.03,143235.4,148461.49
sp|P50402|EMD_HUMAN,EMD,Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1,381396.43,396015.13,440353.79,377879.25,323535.17,317977.86,353328.52,339260.88,412923.75,442644.6,397386.17,411580.52,336221.88,288920.81,326430.15,317523.14
sp|Q15773|MLF2_HUMAN,MLF2,Myeloid leukemia factor 2 OS=Homo sapiens OX=9606 GN=MLF2 PE=1 SV=1,215320.54,248006.49,224924.19,235619.26,170656.5,187093.96,208226.47,249983.41,204970.63,231505,258263.15,248128.11,228787.37,177488.43,184242.95,182202.01
sp|P01116|RASK_HUMAN,KRAS,GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1,380576.8,384192.33,371433.49,377963.96,356429.42,393589.03,364119.41,354767.75,357087.05,433522.36,414008.19,386406.69,317507.33,342845.93,397992.46,367448.93
sp|Q9Y388|RBMX2_HUMAN,RBMX2,"RNA-binding motif protein, X-linked 2 OS=Homo sapiens OX=9606 GN=RBMX2 PE=1 SV=2",321014.52,311699.75,312660.23,334150.38,370876.43,346175.88,361006.7,260442.74,357692.01,303401.84,234121.95,358085.3,322550.62,406358.98,405393.87,371557.37
sp|Q9Y305|ACOT9_HUMAN,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2",295577.12,313229.18,325484.12,329792.72,290774.14,289744.36,281010.37,279005.87,328946.58,306169.18,334298.2,308869.86,292815.72,297995.27,301191.13,301694.36
sp|P17568|NDUB7_HUMAN,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFB7 PE=1 SV=4,336531.8,346604.36,345508.94,362449.01,383365.02,372256.26,349647.44,361448.3,427914.25,364899.92,347217.29,374332.69,350805.68,388594.32,338476.7,364648.38
sp|P31153|METK2_HUMAN,MAT2A,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,586174.78,590340.59,530290.88,536941.72,593816.13,580863.96,591849.15,528875.4,603055.67,537772.14,514029.34,616920.95,564666,631255.74,582184.01,614761.02
sp|Q9BUM1|G6PC3_HUMAN,G6PC3,Glucose-6-phosphatase 3 OS=Homo sapiens OX=9606 GN=G6PC3 PE=1 SV=2,363040.1,374273.68,378596.76,385747.42,407970.37,359461.39,343624.33,347037.47,387359.25,331930.22,425667.72,368147.99,396796.57,394959.2,358944.32,343630.64
sp|Q9BU23|LMF2_HUMAN,LMF2,Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2,235357.44,229086.68,217351.29,226876,178608.14,160901.7,206958.9,234570.31,211865.8,205644.39,245233.39,210244.55,216809.05,178685.63,155941.99,163346.29
sp|Q5T7W0|ZN618_HUMAN,ZNF618,Zinc finger protein 618 OS=Homo sapiens OX=9606 GN=ZNF618 PE=1 SV=1,78833.5,83817.51,74307.05,79170.11,64964.6,82491.08,61052.99,68144.99,64895.46,99966.91,67877.84,67839.25,83364.95,87340.64,73172.65,73771.05
sp|Q12959|DLG1_HUMAN,DLG1,Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2,174667.19,164788.1,175319.57,169161.8,148314.54,145431.82,159503.71,175090,149969.7,128418.01,168311.3,169399.39,117637.45,124329.56,120536.12,119644.67
sp|Q96P53|WDFY2_HUMAN,WDFY2,WD repeat and FYVE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=WDFY2 PE=1 SV=2,150615.72,127281.53,149266.08,148918.9,141782.28,132819.72,135412.56,153925,115776.35,131804.77,129592.61,113309.76,155260.42,125757.76,125816.81,136217.55
sp|Q8IUX1|T126B_HUMAN,TMEM126B,"Complex I assembly factor TMEM126B, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM126B PE=1 SV=2",204155.4,222334.71,224395.46,227852.34,191020.21,198585.54,218261.35,238679.41,241824.94,244897.27,240193.51,186333.75,199138.3,139275.31,182996.32,157881.24
sp|Q96AQ6|PBIP1_HUMAN,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1,78343.21,71243.18,81788.03,79371.95,112067.72,69922.73,70897.88,53086.3,141546.14,78247.54,75438.56,97207.98,94528.5,132340.35,100530.33,96717.41
sp|O43422|P52K_HUMAN,THAP12,52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens OX=9606 GN=THAP12 PE=1 SV=2,,44325.9,52125.18,42174.81,38956.74,,52021.66,26755.23,36755.65,44578.33,39035.42,34182.21,32095.68,28556.29,47122.51,26210.47
sp|Q9NRX2|RM17_HUMAN,MRPL17,"39S ribosomal protein L17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL17 PE=1 SV=1",393331.81,291183.96,348745.26,358099.09,382440.97,348673.69,323841.4,327502.87,408536.79,360326.47,368522.3,321531.37,295943.91,326115.77,317750.84,318774.63
sp|Q9UKF7|PITC1_HUMAN,PITPNC1,Cytoplasmic phosphatidylinositol transfer protein 1 OS=Homo sapiens OX=9606 GN=PITPNC1 PE=1 SV=3,141895.17,110993.44,121419.75,120945.28,132788.67,152616.25,146736.22,152173.79,131588.11,128572.86,130655.43,124312.21,168946.21,139439.24,166061.13,147176.27
sp|Q92563|TICN2_HUMAN,SPOCK2,Testican-2 OS=Homo sapiens OX=9606 GN=SPOCK2 PE=1 SV=1,153810.11,169362.53,184442.86,168545.84,1605675.9,1782666.44,1687780.31,1749451.16,203376.82,154539.09,193791.68,169261.86,2144242.66,1823739.81,1945049.24,1635475.2
sp|Q9GZT4|SRR_HUMAN,SRR,Serine racemase OS=Homo sapiens OX=9606 GN=SRR PE=1 SV=1,214046.9,201763.52,230527.13,192543.83,216008.89,192044.66,195383.79,217374.12,204783.17,201315.76,205748.16,189511.1,203299.94,218027.22,216061.28,210698.49
sp|Q7L0Y3|TM10C_HUMAN,TRMT10C,tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2,364405.4,367986.37,352661.25,362466.51,339416.03,344724.68,340716.64,320397.41,378749.67,333789.12,389884.66,338640.87,354555.73,358823.31,351635.58,340213.11
sp|O14681|EI24_HUMAN,EI24,Etoposide-induced protein 2.4 homolog OS=Homo sapiens OX=9606 GN=EI24 PE=1 SV=4,375472.14,374040.49,350353.64,352250.37,437555.95,438722.89,328787.24,390141.08,378366.76,324610.55,326546.79,330312.97,291949.71,448875.52,375611.98,396372.54
sp|Q07666|KHDR1_HUMAN,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",870615.79,952635.41,880776.56,946705.81,688108.17,710379.38,861259.09,830464.98,1046671.82,958684.19,1123805.59,995984.38,889651.91,782529.96,728100.98,714276.33
sp|Q96FK6|WDR89_HUMAN,WDR89,WD repeat-containing protein 89 OS=Homo sapiens OX=9606 GN=WDR89 PE=2 SV=1,71638.42,73571.35,80073.91,65303.56,71458.56,86365.27,62502.35,63138.7,84676.2,81988.91,74580.55,75463.71,64563.51,76959.96,48758.9,61472.93
sp|P43246|MSH2_HUMAN,MSH2,DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1,206634.5,212754.94,202041.41,197269.5,211100.56,196031.16,212767.53,196438.31,195693.69,168031.66,161972.44,194684.92,197958.83,215662.77,189277.3,196506.2
sp|P54284|CACB3_HUMAN,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3 OS=Homo sapiens OX=9606 GN=CACNB3 PE=1 SV=1,164179.65,170704.06,176301.75,168261.32,146146.98,156855.44,166978.41,205632.7,138921.76,185168.83,172832.24,182303.17,175775.03,140980.62,146994.65,116945.99
sp|Q9UN37|VPS4A_HUMAN,VPS4A,Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1,353568.04,325459.46,321338.83,328938.62,378178.98,396750.77,379496.12,369998.16,331373.46,377464.37,310504.77,344463.37,366065.83,365143.01,402176.94,393292.75
sp|Q8NBF2|NHLC2_HUMAN,NHLRC2,NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,232464.77,223120.85,208503.07,223394.53,197196.61,198229,194255.4,207641.67,230865.15,233274.82,211564.28,247647.82,213977.42,235936.71,210696.91,233917.24
sp|O00571|DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,244670.64,240681.89,271415.21,221981.61,245922.46,228335.55,225149.48,223896.93,239741.65,257809.1,222104.98,236954.36,222253.71,221671.07,219745.77,232345.02
sp|P83881|RL36A_HUMAN,RPL36A,60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2,278702.9,214708.52,231783.94,245976.57,,194174.88,232079.65,248612.44,269284.48,275998.59,288358.96,235098.45,210068.71,153252.62,179925.51,
tr|A8K968|A8K968_HUMAN,EPB41L3,Erythrocyte membrane protein band 4.1 like 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1,254893.35,265428,265828.51,277517.43,191705.68,230738.11,273170.89,285535.23,164744.03,246535.02,307069.35,185462.52,231909.83,166537.66,219746.05,206083.85
sp|Q9UL25|RAB21_HUMAN,RAB21,Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,639267.07,693189.34,675146.01,672890.56,706853.16,707132.86,739007.52,768827.81,715221.68,685452.72,711533.54,710587.28,709133.03,712831.9,697016.06,737492.32
sp|Q5XKL5|BTBD8_HUMAN,BTBD8,BTB/POZ domain-containing protein 8 OS=Homo sapiens OX=9606 GN=BTBD8 PE=1 SV=3,224418.89,190200.4,179873.97,200288.37,,,,,137495.81,148838.93,164707.32,134651.21,,,,
sp|Q9NWY4|HPF1_HUMAN,HPF1,Histone PARylation factor 1 OS=Homo sapiens OX=9606 GN=HPF1 PE=1 SV=2,150531.12,147993.08,138068.41,132302.95,157239.2,138090.42,131667.38,134004.8,131057.55,109921.8,118737.25,132588.42,134281.54,133361.54,123773.68,136605.92
sp|P18887|XRCC1_HUMAN,XRCC1,DNA repair protein XRCC1 OS=Homo sapiens OX=9606 GN=XRCC1 PE=1 SV=3,306876.48,282748.89,285277.51,272503.25,270439.88,223102.89,305121.42,242000.4,260514.26,247476.92,217846.19,273372.62,261898.55,256614.09,207176.13,257413.88
sp|Q15418|KS6A1_HUMAN,RPS6KA1,Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2,140445.62,133638.44,,119259.48,152761.64,136886.17,104905.94,143007.7,156163.11,110054.23,109356.04,178409.86,98951.17,125472.08,165854.67,167697.71
sp|Q96PE7|MCEE_HUMAN,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens OX=9606 GN=MCEE PE=1 SV=1",,355660.11,279654.77,358819.98,260757.61,263619.83,181012.57,203501.52,154589.45,320533.48,343316.86,343651.55,143476.3,247947.73,252578.28,312166.27
sp|Q9NVA1|UQCC1_HUMAN,UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens OX=9606 GN=UQCC1 PE=1 SV=3,233888.32,226720.73,217051.23,230340.47,257595.11,252472.64,235334.79,225993.66,248993.86,231607.08,234519.81,236217.46,234837.93,267500.99,254833.28,264139.73
sp|Q16643|DREB_HUMAN,DBN1,Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4,479471.27,489487.53,492404.84,484069.14,397726.32,415593.44,450108.72,469688.81,477375.71,534260.04,559074.83,486468.96,482541.11,433728.17,474247.38,450317.39
sp|P82930|RT34_HUMAN,MRPS34,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2",296884.97,309908.34,299045.59,305426.79,314825.66,274394.57,283397.35,274819.47,360628.42,350777.18,323123.61,349265.48,263198.57,321979.35,298404.25,295332.22
sp|O75113|N4BP1_HUMAN,N4BP1,NEDD4-binding protein 1 OS=Homo sapiens OX=9606 GN=N4BP1 PE=1 SV=4,47096.33,,,,16412.91,64928.19,59036.57,99866.71,28016.47,67636.6,38857.8,57660.72,75225.95,44832.35,51415.5,21833.22
sp|O00505|IMA4_HUMAN,KPNA3,Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2,354887.96,299869.4,280837.04,297005.53,308925.45,278182.01,317825.46,371089.23,198439.7,217448.03,327890.32,208245.9,362834.07,332591.56,343341.86,353523.9
