ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
sp|P46020-2|KPB1_HUMAN,PHKA1,"Isoform 2 of Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1",158686.67,170322.01,148116.24,158354.81,161606.32,166256.35,164322.97,172413.17,188013.84,188011.82,184492.79,183357.24,192128.43,179969.83,188835.62,235874.73,216127.15,225666.12
sp|Q9Y6D6|BIG1_HUMAN,ARFGEF1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens OX=9606 GN=ARFGEF1 PE=1 SV=2,191580.31,191385.31,177933.55,286404.60,275745.61,293513.03,231643.36,241125.59,247272.58,280231.56,271321.47,287852.70,291166.36,317667.67,303117.93,368706.02,385007.17,372332.64
sp|Q96T51|RUFY1_HUMAN,RUFY1,RUN and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RUFY1 PE=1 SV=2,659416.95,643319.16,652107.14,861505.12,902993.73,861386.21,833564.85,792938.93,786066.63,601913.88,599665.23,585068.78,613860.74,597288.08,618927.54,727181.39,769404.80,735907.51
sp|Q96T51-3|RUFY1_HUMAN,RUFY1,Isoform 3 of RUN and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RUFY1,254595.72,238266.41,265602.22,337856.83,373554.84,336842.65,327388.15,287859.28,298474.72,211066.17,225984.31,212365.06,213842.77,196751.07,217798.75,281335.73,307844.45,280403.73
sp|Q86TI2|DPP9_HUMAN,DPP9,Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9 PE=1 SV=3,304991.17,313247.87,310170.39,451670.10,445384.21,457136.99,389007.27,355593.43,315761.77,286340.94,284886.70,289498.19,299568.16,278098.17,311601.88,369916.46,377911.88,380545.77
sp|O14924|RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12 OS=Homo sapiens OX=9606 GN=RGS12 PE=1 SV=1,137341.90,150847.02,155961.95,161028.14,168873.69,162544.07,183459.98,164018.43,155682.11,137523.98,134967.86,138275.07,138882.58,129280.52,141452.75,165549.61,161203.44,167267.11
sp|Q96D09|GASP2_HUMAN,GPRASP2,G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens OX=9606 GN=GPRASP2 PE=1 SV=1,636313.98,623967.13,644486.62,508065.90,513997.09,532243.11,692806.09,696280.17,745627.06,399330.76,397176.20,397160.96,395796.91,366958.41,386362.90,439845.57,444574.44,422468.77
sp|Q15582|BGH3_HUMAN,TGFBI,Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1,3415322.58,3479912.64,3379104.09,3347786.27,3176976.47,3342177.74,3944830.87,3450702.36,4908748.42,558547.74,478778.55,569719.73,639126.19,691655.38,566982.07,661609.83,616500.65,649436.36
sp|P17066|HSP76_HUMAN,HSPA6,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,21257175.29,21521054.39,22398278.70,23989014.91,24843603.94,24476950.67,26076509.63,22660635.70,20996714.07,24355229.13,25363004.19,24290802.59,31840435.02,29698015.27,31386666.40,27954602.63,27809416.17,27397115.38
sp|Q96ME7|ZN512_HUMAN,ZNF512,Zinc finger protein 512 OS=Homo sapiens OX=9606 GN=ZNF512 PE=1 SV=2,410424.71,418014.99,404882.26,316039.56,330074.65,322444.38,390969.58,378718.77,573651.59,605470.72,645882.24,622301.70,421855.69,471561.70,428353.73,321322.42,317102.51,381471.18
sp|Q5SQN1|SNP47_HUMAN,SNAP47,Synaptosomal-associated protein 47 OS=Homo sapiens OX=9606 GN=SNAP47 PE=1 SV=3,35751.48,36647.85,42499.42,31307.10,36825.75,34840.45,39296.63,25843.71,30646.09,39174.46,48920.10,38669.22,44924.66,38577.51,46716.26,30489.47,37650.00,32206.92
sp|Q9BZE1|RM37_HUMAN,MRPL37,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=2",916212.02,897351.00,855325.83,719212.87,679905.10,738206.85,658011.92,690031.53,679221.77,1028995.85,1022010.40,1022135.00,787606.52,849294.20,893001.33,689786.41,701523.81,711731.99
sp|O00213|APBB1_HUMAN,APBB1,Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=2,78355.52,81416.73,89167.53,73039.05,70414.46,89728.23,111929.19,112979.66,104804.41,84228.79,77239.35,75358.93,78733.93,74528.64,70874.68,113008.15,125704.65,112486.44
sp|Q8NC56|LEMD2_HUMAN,LEMD2,LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1,1196993.84,1147440.38,1123587.97,1044388.72,1013721.32,1045422.90,1030698.59,1037363.54,1069805.92,1103800.59,1130317.90,1113736.31,1073682.53,1121572.63,1070987.12,878489.60,853820.00,936143.15
sp|Q5T447|HECD3_HUMAN,HECTD3,E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1,154312.62,152926.71,140189.34,167488.38,167627.12,161558.36,159834.42,169024.26,183538.40,130110.53,127030.57,125579.55,145195.21,152913.16,141364.55,133553.37,145524.84,141008.72
sp|Q9NRF2|SH2B1_HUMAN,SH2B1,SH2B adapter protein 1 OS=Homo sapiens OX=9606 GN=SH2B1 PE=1 SV=3,121614.75,133229.17,123764.62,146974.01,146177.07,142192.40,131735.14,150777.78,160600.62,123569.57,114708.08,118723.18,151476.29,163468.00,129504.03,163106.78,173651.07,238765.64
sp|Q96RK4|BBS4_HUMAN,BBS4,Bardet-Biedl syndrome 4 protein OS=Homo sapiens OX=9606 GN=BBS4 PE=1 SV=2,121239.39,125763.12,129586.85,112369.02,113236.86,111772.64,116492.92,109785.86,127598.49,114787.21,120310.45,110913.49,112254.26,96720.19,106404.76,135342.28,135848.17,122533.06
sp|P30419|NMT1_HUMAN,NMT1,Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2,712330.72,694461.51,720707.74,955050.25,918409.82,948178.41,877244.97,875682.23,873287.11,708921.33,701746.50,699685.00,784206.98,760813.66,785717.99,881142.11,869335.83,849028.35
sp|O60291|MGRN1_HUMAN,MGRN1,E3 ubiquitin-protein ligase MGRN1 OS=Homo sapiens OX=9606 GN=MGRN1 PE=1 SV=2,272120.83,281673.76,299711.69,213538.99,213992.96,223536.12,269552.97,293530.53,262703.18,265753.11,278068.26,270765.56,264252.12,255861.30,263677.65,288358.57,269548.60,285029.32
sp|Q15738|NSDHL_HUMAN,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",2271322.93,2300103.38,2307843.45,2170525.63,2058718.88,2217355.02,1917905.09,1857900.39,1820759.42,3551335.76,3763721.87,3609160.03,3541891.35,3397425.18,3872021.86,2696934.69,2687232.93,2613046.32
sp|Q8NF37|PCAT1_HUMAN,LPCAT1,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2,1095406.30,1111048.86,1149438.52,1035311.17,952627.06,1023691.65,890662.35,877142.63,777614.15,1287395.73,1361320.12,1234214.29,1238326.30,1231901.30,1366469.63,937631.88,908555.81,973409.34
sp|Q9UQ13|SHOC2_HUMAN,SHOC2,Leucine-rich repeat protein SHOC-2 OS=Homo sapiens OX=9606 GN=SHOC2 PE=1 SV=2,322324.38,292145.29,300210.01,343356.30,393068.48,357603.25,326422.98,366538.51,380908.63,293603.44,281381.26,299068.66,309884.71,314599.45,313602.14,346259.22,309827.67,285023.80
sp|O95359|TACC2_HUMAN,TACC2,Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens OX=9606 GN=TACC2 PE=1 SV=3,305388.18,313645.07,302901.40,384490.45,345011.41,383094.32,337973.82,401478.49,359142.00,261062.24,246643.72,263961.32,314735.77,308247.30,287841.95,298409.48,302860.47,307532.84
sp|O43157|PLXB1_HUMAN,PLXNB1,Plexin-B1 OS=Homo sapiens OX=9606 GN=PLXNB1 PE=1 SV=3,376695.17,365045.45,336591.09,315602.89,308711.62,315225.30,310013.79,325693.83,292542.95,319008.33,314186.24,319009.83,338621.11,363353.82,336275.59,253788.24,250298.37,265814.17
sp|Q04206|TF65_HUMAN,RELA,Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2,281884.24,276458.04,267635.13,347431.86,345617.90,330988.50,355930.85,404834.58,423794.98,233055.43,215512.38,243966.86,338178.14,382409.29,292847.92,297444.16,295042.78,282251.32
sp|P12955|PEPD_HUMAN,PEPD,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3,721951.49,749287.97,733556.92,1080360.42,1032593.63,1169348.77,880427.26,887787.26,1064457.74,632255.48,620113.71,647968.49,702015.20,679352.78,674071.75,821254.14,883997.26,870058.42
sp|Q13045|FLII_HUMAN,FLII,Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,455375.47,431259.31,422129.20,734467.07,711030.94,716812.99,444593.60,459093.83,501968.95,366823.24,353056.72,357060.39,439683.81,458545.12,421146.90,383643.85,382302.28,389968.49
sp|Q13045-2|FLII_HUMAN,FLII,Isoform 2 of Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII,451159.53,432298.22,418757.99,737163.33,714017.73,718608.64,438568.18,458454.29,493423.07,368948.63,351444.66,358917.48,442616.83,461294.93,423364.52,387257.78,381604.92,391902.87
sp|Q2LD37|K1109_HUMAN,KIAA1109,Transmembrane protein KIAA1109 OS=Homo sapiens OX=9606 GN=KIAA1109 PE=1 SV=2,90114.58,75770.31,80162.44,81241.21,89718.87,93151.37,94203.95,84222.16,69349.07,87996.98,81977.08,84906.36,79619.44,73814.86,78835.49,93693.21,96819.64,107257.57
sp|Q9NRK6|ABCBA_HUMAN,ABCB10,"ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB10 PE=1 SV=2",86064.16,85745.76,80882.84,85808.85,77991.21,88202.83,70216.24,69350.82,75007.59,116460.10,113232.43,115203.31,110557.96,122791.64,123477.21,85868.07,85068.81,83356.67
sp|Q6PJT7|ZC3HE_HUMAN,ZC3H14,Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1,718270.20,728399.93,771918.43,505202.83,491054.38,524079.79,654095.07,624807.39,627638.88,797377.73,824976.38,768089.00,465157.36,443484.63,492228.78,683627.57,703312.57,634767.58
sp|Q6PJT7-11|ZC3HE_HUMAN,ZC3H14,Isoform 11 of Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14,723222.37,740972.68,765058.91,520318.38,493150.58,526153.37,660342.56,643409.48,656216.66,787535.50,801449.84,747192.55,470162.20,462039.11,487727.24,654241.57,682579.74,612429.52
sp|P49790|NU153_HUMAN,NUP153,Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,1467709.55,1484764.11,1589881.72,999600.20,935386.19,1033114.75,1325104.68,1236290.04,1109570.45,1648222.37,1701733.60,1624550.26,1020166.37,961955.42,1090212.50,1313850.90,1287296.27,1218690.80
sp|Q12913|PTPRJ_HUMAN,PTPRJ,Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens OX=9606 GN=PTPRJ PE=1 SV=3,269978.09,261268.50,243760.90,259012.83,257711.67,262929.47,226867.42,250260.50,221926.86,427454.50,413152.95,427320.13,491635.62,538417.56,480362.35,312667.35,349759.00,332158.53
sp|Q8IVF2|AHNK2_HUMAN,AHNAK2,Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,496660.55,485908.19,523312.37,416984.02,441917.90,422846.56,717036.95,871456.57,839028.86,503892.77,500687.08,482709.65,452978.07,406655.86,408858.94,1368701.25,994818.73,1352381.64
sp|Q92878|RAD50_HUMAN,RAD50,DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1,753219.12,781768.09,819938.98,764862.92,785007.38,769860.37,759979.77,734474.59,846964.81,472108.30,465598.91,468130.97,459527.79,447885.93,473139.19,525656.85,536329.59,548750.36
sp|O43150|ASAP2_HUMAN,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ASAP2 PE=1 SV=3",97438.85,101322.52,95854.22,188069.27,178393.66,188917.88,136385.42,141865.18,117906.25,92642.90,87056.56,90584.55,94554.22,98183.59,98650.23,131233.41,109511.27,124640.10
sp|Q8TDZ2|MICA1_HUMAN,MICAL1,[F-actin]-monooxygenase MICAL1 OS=Homo sapiens OX=9606 GN=MICAL1 PE=1 SV=2,295572.88,300989.56,287196.39,263410.11,289287.65,257594.49,292252.11,312296.78,280826.42,255775.46,245189.28,256551.36,253318.46,264348.57,250787.33,259502.46,268434.99,266718.76
sp|Q9Y394|DHRS7_HUMAN,DHRS7,Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1,900201.54,878527.14,931542.94,990957.75,952776.60,1014130.10,668375.16,632285.60,663112.57,1036338.49,1050137.82,1005560.74,980448.68,1020268.44,1117409.64,762897.79,788372.30,693195.65
sp|Q9Y657|SPIN1_HUMAN,SPIN1,Spindlin-1 OS=Homo sapiens OX=9606 GN=SPIN1 PE=1 SV=3,597555.42,667418.26,633785.72,404707.87,425155.02,407610.36,731929.63,745537.87,797754.06,525984.83,470882.82,471296.85,516968.28,537901.59,455933.99,513513.55,472950.65,443152.25
sp|Q86V59|PNM8A_HUMAN,PNMA8A,Paraneoplastic antigen-like protein 8A OS=Homo sapiens OX=9606 GN=PNMA8A PE=1 SV=2,329813.09,344986.10,305707.01,227739.16,238965.18,242102.72,325370.99,366982.54,372331.15,360939.52,371963.41,370749.94,250025.11,257048.59,245859.76,390201.15,348556.33,389035.09
sp|P35914|HMGCL_HUMAN,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2",1073041.83,1067353.65,1077623.18,1262226.40,1206156.71,1300678.24,831230.70,873164.77,950639.79,990058.95,1036679.14,1004321.22,1109838.95,1126658.53,1143245.89,737695.78,783167.26,777751.66
sp|Q8IUI8|CRLF3_HUMAN,CRLF3,Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2,187424.41,190712.42,189565.33,214237.85,221891.24,220410.63,205381.03,211683.98,215917.43,187759.55,178875.24,179963.44,234508.99,237049.03,225010.18,217591.61,217897.98,218739.15
sp|P53609|PGTB1_HUMAN,PGGT1B,Geranylgeranyl transferase type-1 subunit beta OS=Homo sapiens OX=9606 GN=PGGT1B PE=1 SV=2,178901.27,178848.38,168868.07,190968.59,184055.88,191038.08,204775.83,200836.26,224116.32,187824.31,181049.96,187365.71,202646.04,194774.01,202956.95,219124.90,244973.21,229139.07
sp|Q13155|AIMP2_HUMAN,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2,1374217.56,1368219.95,1423131.27,1984215.22,1940405.16,1972669.37,1596622.78,1560284.44,1528637.33,1436686.67,1390484.12,1387377.29,1551037.10,1554981.49,1606506.72,1615244.58,1627593.73,1559842.45
sp|Q13155-2|AIMP2_HUMAN,AIMP2,Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2,1357132.50,1350749.55,1447954.21,2012923.46,2023026.76,2000282.64,1610083.84,1439424.43,1419814.14,1446662.72,1440429.78,1412379.37,1562952.52,1469032.48,1617913.82,1633774.61,1707192.12,1570945.89
sp|P82970|HMGN5_HUMAN,HMGN5,High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1,3558308.60,3735115.02,4387406.03,3621198.00,3146706.77,4031363.66,4283688.09,3441632.10,3566808.07,2408752.78,2685878.89,2343250.27,1650796.29,1358965.38,1635654.90,3062531.07,3217444.54,2452094.35
sp|Q9ULF5|S39AA_HUMAN,SLC39A10,Zinc transporter ZIP10 OS=Homo sapiens OX=9606 GN=SLC39A10 PE=1 SV=2,2117599.38,2040488.57,2115543.12,1609505.91,1539060.82,1673995.70,1703656.32,1731696.71,1719770.12,2590932.28,2689950.55,2579364.57,2526989.45,2459582.92,2271466.93,2168774.80,2222119.74,2283247.48
sp|O95864|FADS2_HUMAN,FADS2,Acyl-CoA 6-desaturase OS=Homo sapiens OX=9606 GN=FADS2 PE=1 SV=1,1466094.97,1414014.11,1332024.34,1122548.91,1107468.95,1111119.37,1337282.10,1301480.74,1032206.64,2031393.82,2095353.31,2104148.30,1755831.63,1888092.01,1926364.88,1539764.87,1479310.15,1599701.81
sp|P55285|CADH6_HUMAN,CDH6,Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1,139076.09,138951.32,128914.19,284865.69,273049.29,288885.93,164778.71,171013.48,218696.30,43019.02,35076.55,41329.09,42779.53,43809.20,38711.41,45977.27,49121.73,47547.17
sp|P55285-2|CADH6_HUMAN,CDH6,Isoform 2 of Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6,327370.85,327077.14,303450.78,670544.61,642730.01,680007.83,387872.17,402548.19,514788.66,101262.36,82566.61,97284.45,100698.62,103122.37,91122.69,108225.78,115627.51,111921.17
sp|Q9NQL2|RRAGD_HUMAN,RRAGD,Ras-related GTP-binding protein D OS=Homo sapiens OX=9606 GN=RRAGD PE=1 SV=1,150775.34,154659.66,138684.47,202569.14,202243.61,225739.52,125189.14,134276.93,114357.63,184875.45,173387.02,190994.42,164786.49,166531.12,180803.63,151215.63,144964.25,159486.93
sp|P57076|CF298_HUMAN,CFAP298,Cilia- and flagella-associated protein 298 OS=Homo sapiens OX=9606 GN=CFAP298 PE=1 SV=1,354129.11,355256.94,367516.69,455414.53,453473.23,459607.40,467144.11,458235.74,391639.09,398331.44,406176.63,396268.77,444481.82,407327.18,438816.46,568567.65,584142.84,547943.82
sp|Q9BV23|ABHD6_HUMAN,ABHD6,Monoacylglycerol lipase ABHD6 OS=Homo sapiens OX=9606 GN=ABHD6 PE=1 SV=1,190223.26,203040.74,190046.63,174288.90,183911.72,180480.92,181269.81,218978.76,212449.03,225134.37,214647.84,211574.99,240517.90,272595.09,226387.29,223948.14,186532.74,224071.29
sp|Q12965|MYO1E_HUMAN,MYO1E,Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,162805.23,171627.91,163834.59,192493.26,203856.62,207062.85,173072.97,191193.24,193298.92,127881.81,120540.31,120723.10,163275.80,169813.35,156075.99,129920.39,126492.93,131331.69
sp|P98194|AT2C1_HUMAN,ATP2C1,Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3,260362.54,247475.02,226882.79,269279.54,265787.35,258726.97,214437.55,232328.89,214994.08,313599.42,305416.59,311523.04,298288.14,355076.34,313389.59,224825.70,248759.03,251683.21
tr|H0Y9S7|H0Y9S7_HUMAN,ATP2C1,Calcium-transporting ATPase type 2C member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=1,258594.42,244442.41,214538.67,257819.11,265627.55,246155.08,196896.51,227590.01,203202.01,318032.68,305737.41,303519.80,306977.28,409278.78,313462.36,224297.37,241662.26,250594.58
sp|P17948|VGFR1_HUMAN,FLT1,Vascular endothelial growth factor receptor 1 OS=Homo sapiens OX=9606 GN=FLT1 PE=1 SV=2,252142.41,254122.85,267813.22,194920.65,202096.21,194907.63,231638.91,244275.84,280215.69,289954.79,233378.15,228005.35,298726.11,272916.90,249316.17,235273.39,223611.86,237218.07
sp|Q8TD19|NEK9_HUMAN,NEK9,Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2,925905.59,921087.37,885979.72,1063857.39,1036913.60,1059576.52,1284999.19,1236400.76,1208631.16,887399.35,850604.86,883489.08,1055656.58,1046067.44,1069975.72,1174907.64,1287484.67,1227959.23
sp|Q96CW5|GCP3_HUMAN,TUBGCP3,Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,688270.34,685446.32,647714.24,729178.92,735773.96,690978.89,702187.28,738235.36,707468.72,703431.32,667843.43,688337.55,644613.55,677094.96,671977.41,699912.31,679301.13,666437.48
sp|Q8TBA6|GOGA5_HUMAN,GOLGA5,Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,531127.48,523380.19,555194.91,485553.02,478941.38,513854.45,519292.14,486745.69,505354.79,503016.84,508387.43,493523.25,528781.38,514645.51,538773.58,472466.51,466200.00,472386.20
sp|P41240|CSK_HUMAN,CSK,Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1,39617.11,33753.70,57108.77,83561.17,86284.44,74951.07,73997.77,37098.57,45366.34,30338.21,34598.30,30513.45,36128.23,23513.24,39907.02,44730.83,57801.53,40675.20
sp|Q02318|CP27A_HUMAN,CYP27A1,"Sterol 26-hydroxylase, mitochondrial OS=Homo sapiens OX=9606 GN=CYP27A1 PE=1 SV=1",395142.30,384723.89,374081.34,815497.20,732948.96,818413.44,315157.87,302471.05,379061.50,366019.87,357611.70,368580.55,333888.27,351623.05,329621.18,248367.24,295915.86,271113.99
sp|Q8WU90|ZC3HF_HUMAN,ZC3H15,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,686979.77,691633.51,676305.22,716720.40,678750.99,714565.19,724754.63,1064932.76,924772.68,736137.63,684283.04,682429.73,813780.03,838788.25,817100.07,784870.09,698553.79,862769.79
sp|Q15155|NOMO1_HUMAN,NOMO1,Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5,1924044.77,1954176.88,1908949.69,1720252.35,1680884.54,1704058.41,1540065.27,1584749.87,1515444.16,1943528.07,1909315.47,1902720.50,2368133.27,2437789.03,2367341.98,1449632.10,1408779.62,1471543.90
sp|P49792|RBP2_HUMAN,RANBP2,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,3149526.27,3214339.33,3386179.17,2226363.27,2141980.84,2306957.80,2741146.84,2561847.39,2473846.26,3884649.64,4098581.68,3844951.88,2647020.61,2532205.78,2915497.85,3055441.08,3054074.13,2903194.89
sp|Q69YQ0|CYTSA_HUMAN,SPECC1L,Cytospin-A OS=Homo sapiens OX=9606 GN=SPECC1L PE=1 SV=2,391410.12,392939.12,383084.74,248793.34,236439.27,252546.05,310594.22,339026.13,322855.92,361835.28,365668.57,358927.26,349818.96,342668.06,330462.42,280579.15,286045.35,281747.90
sp|Q14689|DIP2A_HUMAN,DIP2A,Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=2,161195.23,152755.92,147772.64,172986.94,180606.75,169136.50,156032.44,174381.80,182909.25,153515.68,148629.79,155893.91,154084.95,162282.42,153738.04,157796.80,172400.95,171359.54
sp|Q8TB72|PUM2_HUMAN,PUM2,Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2,132973.88,134642.84,133903.52,114907.95,134181.72,117740.47,143177.99,142768.64,136086.47,136960.47,138004.13,131096.76,113064.32,110380.34,111431.41,138760.21,140458.79,138981.60
sp|Q8TB72-3|PUM2_HUMAN,PUM2,Isoform 3 of Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2,132973.88,134642.84,133903.52,114907.95,134181.72,117740.47,143177.99,142768.64,136086.47,136960.47,138004.13,131096.76,113064.32,110380.34,111431.41,138760.21,140458.79,138981.60
sp|Q9NZ08|ERAP1_HUMAN,ERAP1,Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1 PE=1 SV=3,1045407.78,1047876.00,1084484.75,1157772.36,1102708.83,1190721.21,862125.50,761420.17,835985.99,873124.09,914433.67,895777.24,980683.80,916589.14,1032456.82,669867.33,696476.65,689176.75
sp|Q9NZ08-2|ERAP1_HUMAN,ERAP1,Isoform 2 of Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1,1050566.21,1056805.71,1083357.36,1158899.20,1094660.24,1192553.39,860726.59,766270.24,846351.79,872027.51,905981.70,889570.84,974134.68,916255.24,1022601.25,673148.59,694783.25,694086.15
sp|Q8WUM0|NU133_HUMAN,NUP133,Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,2632937.88,2628877.89,2646464.18,2065552.61,2091354.56,2077554.03,2190471.33,2197720.48,2091554.53,3113435.75,3178290.08,3097373.61,2467287.45,2537169.15,2736949.60,2494956.38,2479188.63,2420219.81
sp|O60518|RNBP6_HUMAN,RANBP6,Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2,217779.47,228966.61,224922.15,211454.13,230318.77,224366.17,231308.82,211046.07,199228.61,222278.42,227282.91,221811.34,214123.66,215572.20,229723.10,231692.70,227121.52,236009.11
sp|Q92574|TSC1_HUMAN,TSC1,Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=2,227662.58,229010.23,203131.64,241121.70,251295.84,234161.43,251561.84,283301.24,271194.74,201490.26,196508.35,196252.79,221818.41,220573.31,207191.11,215626.94,216193.68,219787.50
