protein,species,quant,EA100915_05,EA100915_06,EA100915_09,EA100915_10,EA100915_13,EA100915_14,EA100915_18,EA100915_21,EA100915_25,EA100915_26,EA100915_29,EA100915_30,EA100915_33,EA100915_34,EA100915_38,EA100915_41
>sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1,human,dia,2675208.953,2639932.343,2932369.297,2521475.14,2161360.75,2731834.705,2102113.725,2239727.719,2594768.539,2585326.075,2261310.994,2487849.012,2927609.32,2399675.325,2743422.392,2759444.769
>sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens GN=ARPC5L PE=1 SV=1,human,dia,364014.2813,339778.7582,531624.6634,460622.2715,567437.619,581120.1959,385416.1048,497579.4632,553071.5718,665723.6736,577454.4586,523579.6858,221813.9846,358539.8223,385246.9277,641318.7209
>sp|Q9BQ39|DDX50_HUMAN ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1,human,dia,150660.5156,122806.9666,128913.1103,110576.0791,168768.9418,137818.171,158566.2396,152712.7392,144481.297,151441.0852,101275.7603,145084.9093,185670.9428,153475.8809,180938.1172,171842.2575
">sp|Q9BQ48|RM34_HUMAN 39S ribosomal protein L34, mitochondrial OS=Homo sapiens GN=MRPL34 PE=1 SV=1",human,dia,50152.63281,50518.33901,32951.14011,58227.42138,42110.05256,89829.84894,40441.8657,62505.3073,57935.73838,50782.46174,49934.13648,51006.03666,59898.66682,67583.33109,71194.83152,49719.54331
>sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2 PE=1 SV=2,human,dia,566371.1915,481050.7266,538447.2696,570578.7859,533646.1965,538302.0461,504105.6915,562238.2375,473251.6927,547447.4492,501471.482,598602.257,588553.2678,553764.1778,387256.7432,525086.8277
>sp|Q9BQ67|GRWD1_HUMAN Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens GN=GRWD1 PE=1 SV=1,human,dia,536372.1094,647595.8392,554076.2327,678282.8743,540373.0803,501544.2046,477704.4562,510238.8536,620941.6461,848311.1841,661144.7026,552458.3048,526414.4827,699057.7206,505264.4306,526984.4734
>sp|Q9BQ69|MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens GN=MACROD1 PE=1 SV=2,human,dia,195385.8751,237528.2957,274862.3219,246156.3364,315360.0674,228370.2992,202850.3155,244878.3615,173425.0208,293251.8733,245268.2588,235464.5336,256771.8231,224206.7353,309885.7537,256924.114
>sp|Q9BQ70|TCF25_HUMAN Transcription factor 25 OS=Homo sapiens GN=TCF25 PE=1 SV=1,human,dia,62969.15234,81133.22939,62418.38568,42565.57675,67922.26642,85611.61647,56040.8245,70084.69158,40928.51547,56938.52976,94639.26137,64780.03592,56703.92068,94182.3596,72114.6363,62989.9216
">sp|Q9BQ95|ECSIT_HUMAN Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Homo sapiens GN=ECSIT PE=1 SV=1",human,dia,58425.77101,79319.23766,88516.82718,108064.006,104204.8467,89864.90643,100287.9444,84562.12713,107043.6374,81435.95119,116903.5186,83140.90555,117301.6223,61710.30301,135955.5787,81067.77813
>sp|Q9BQB6|VKOR1_HUMAN Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens GN=VKORC1 PE=1 SV=1,human,dia,107858.25,120815.5698,104442.1287,126765.4768,62305.85166,135042.2094,81064.94818,142764.6698,159288.3378,82409.92052,89489.82762,112177.5725,119136.4698,108786.1249,163013.25,81093.6296
>sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1,human,dia,200651.0781,199317.9668,271388.1621,239697.1989,365922.608,172634.9741,190270.7463,324482.5239,169404.6503,204205.2942,317428.1609,243088.5555,377724.0283,125730.3131,118616.0955,263345.6243
>sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2,human,dia,1379174.59,1490292.442,1482169.794,1649476.119,1499216.929,1576619.981,1546384.864,1324311.28,1270462.759,1560274.611,1653018,1225343.491,1340788.265,1392274.974,1256185.456,1291992.599
>sp|Q9BQI0|AIF1L_HUMAN Allograft inflammatory factor 1-like OS=Homo sapiens GN=AIF1L PE=1 SV=1,human,dia,87203.63672,104396.9295,90169.21161,57853.79946,115147.6605,108637.7556,122987.8823,83862.70644,70857.49467,97512.41996,93985.52865,76263.34721,123130.3034,118752.0718,112271.0388,104964.9484
>sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1,human,dia,1232951.635,1033343.568,845616.7009,1416202.449,1303087.785,1460049.121,1606473.859,1495328.827,1123997.078,1485753.219,1243582.626,1744758.63,1299036.833,1479204.365,1677167.899,1324705.145
>sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,human,dia,977362.6251,777296.5052,995905.3459,763715.4881,993468.4966,1040802.389,1207916.972,898521.3199,1001627.556,847780.2767,936944.0778,763835.6964,1143735.477,1074789.756,1161563.241,868182.9692
>sp|Q9BRF8|CPPED_HUMAN Serine/threonine-protein phosphatase CPPED1 OS=Homo sapiens GN=CPPED1 PE=1 SV=3,human,dia,58435.93067,40490.34814,63263.6773,33953.00831,54130.14631,53748.80321,55839.37867,65747.75703,48198.40672,48184.86369,40741.39042,60978.10034,59577.55306,41030.27593,71209.44874,58096.45104
">sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2",human,dia,155915.4219,205591.1416,170987.5792,155979.4104,103481.8293,154402.9137,142724.3256,146880.6928,149550.6109,175896.8241,131660.1318,201474.3706,163694.7278,166849.878,159686.1032,101771.3069
>sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens GN=C7orf50 PE=1 SV=1,human,dia,281742.7437,443179.1391,390670.6357,350757.2207,243848.2036,275593.4174,451791.2851,383510.8755,370184.8397,345119.1805,427614.4003,269420.8068,238976.1938,359444.0952,331680.0915,392904.3342
>sp|Q9BRJ7|TIRR_HUMAN Tudor-interacting repair regulator protein OS=Homo sapiens GN=NUDT16L1 PE=1 SV=1,human,dia,83632.53125,93257.85091,66853.28888,83431.9323,81066.85737,63832.58175,70695.72712,81555.9429,82527.72021,70322.37106,62764.10779,76091.1449,78193.85807,63653.34994,57600.12024,56806.66383
>sp|Q9BRP1|PDD2L_HUMAN Programmed cell death protein 2-like OS=Homo sapiens GN=PDCD2L PE=1 SV=1,human,dia,77977.70313,102646.7202,76297.56058,89362.17559,83534.35715,109529.1519,50232.93541,118675.9931,69099.37015,112059.3121,58403.90508,84131.03718,64514.96919,107401.6613,63046.89984,87466.42937
>sp|Q9BRP8|PYM1_HUMAN Partner of Y14 and mago OS=Homo sapiens GN=PYM1 PE=1 SV=1,human,dia,57714.22656,34314.15342,70891.31062,35757.58591,33737.16863,40354.41207,38670.70857,43751.18938,18271.07132,9374.131468,33003.74128,49307.64168,27614.29908,25958.89821,47019.71671,5370.065112
>sp|Q9BRT3|MIEN1_HUMAN Migration and invasion enhancer 1 OS=Homo sapiens GN=MIEN1 PE=1 SV=1,human,dia,186069.5,158741.9467,157933.0614,172626.7833,164184.9451,112018.2491,127658.6215,155357.4964,154894.7238,156645.8073,149582.86,230879.286,121439.6324,147511.4788,175262.9581,204396.229
>sp|Q9BRX5|PSF3_HUMAN DNA replication complex GINS protein PSF3 OS=Homo sapiens GN=GINS3 PE=1 SV=1,human,dia,91722.94336,75003.37211,59869.13872,62985.00605,56650.54842,32873.02658,61019.96248,72208.60292,37653.05214,58128.13407,43753.35831,74040.6821,69693.00987,90050.88626,64214.51122,85418.48838
>sp|Q9BRX8|F213A_HUMAN Redox-regulatory protein FAM213A OS=Homo sapiens GN=FAM213A PE=1 SV=3,human,dia,1161898.198,1137394.424,1183913.775,947417.8655,833649.6581,1206148.892,920557.4567,1024654.194,994908.2764,1161634.838,1011553.473,1321746.047,1041860.923,1006010.535,1029908.895,1222927.373
>sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1,human,dia,390986.6901,331179.9425,610577.3117,551834.5477,558815.9337,592548.0272,539828.5215,558597.0919,484063.8941,702995.1596,649521.6895,496520.5689,440618.0865,626891.4776,504091.6205,455731.0693
>sp|Q9BSC4|NOL10_HUMAN Nucleolar protein 10 OS=Homo sapiens GN=NOL10 PE=1 SV=1,human,dia,39185.86328,41490.59695,34667.43831,36190.18304,34843.74049,36399.84693,30351.07603,54632.23871,42332.36752,35972.8451,40378.72686,51710.87388,39277.47104,28602.87927,23705.77662,57620.96491
>sp|Q9BSD7|NTPCR_HUMAN Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1,human,dia,50398.24707,47118.55797,43253.8944,42708.81243,50248.58126,43413.18107,61350.40359,47578.59584,52664.44447,58672.31137,46009.42302,60785.48468,42252.23561,57517.16599,52967.96679,57796.30058
>sp|Q9BSH4|TACO1_HUMAN Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1,human,dia,419694.0527,376499.6294,273461.3036,498574.6797,354614.8886,482344.321,369214.6602,543368.2363,491765.35,369634.9331,345135.0707,353635.0336,354263.1625,363809.7334,339768.4812,447864.2708
>sp|Q9BSH5|HDHD3_HUMAN Haloacid dehalogenase-like hydrolase domain-containing protein 3 OS=Homo sapiens GN=HDHD3 PE=1 SV=1,human,dia,39731.32031,14161.28024,24942.18565,43033.12458,30434.95262,32959.89183,41113.85477,35759.26673,35636.46775,43733.62126,40164.78055,49676.41345,34167.83579,32132.85927,37108.52253,18293.89961
>sp|Q9BSJ2|GCP2_HUMAN Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2,human,dia,30746.44141,21827.65777,18375.86232,29089.44534,19730.26833,19323.16451,9784.863619,10112.92891,17204.15623,12811.54355,26269.75206,26851.06002,17909.70936,20684.30742,27684.13706,17978.36784
>sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,human,dia,2060112.049,1826594.763,1843890.875,1761418.086,1814612.6,1845916.723,1899232.371,1937409.89,2000954.748,2120138.301,1934056.894,1928981.815,2051404.083,2034439.124,2131498.748,2007056.208
>sp|Q9BT67|NFIP1_HUMAN NEDD4 family-interacting protein 1 OS=Homo sapiens GN=NDFIP1 PE=1 SV=1,human,dia,23668.125,21571.9261,24590.7603,22411.06945,21216.54049,19870.41773,18453.51583,19148.2544,15518.01699,24793.36982,22008.44331,27381.87152,14500.00524,19634.51769,27139.37891,26374.21911
>sp|Q9BT78|CSN4_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens GN=COPS4 PE=1 SV=1,human,dia,281776.1367,248277.9099,265458.8025,301204.4407,268860.3764,234109.3417,256973.7874,334222.5031,331290.6178,227810.9565,320854.431,253393.5708,269371.6474,228497.2752,388376.0196,374271.5876
>sp|Q9BTC0|DIDO1_HUMAN Death-inducer obliterator 1 OS=Homo sapiens GN=DIDO1 PE=1 SV=5,human,dia,222216.2656,308000.772,280928.9945,305447.7922,244923.0932,300803.844,253060.2271,191852.9889,212984.2976,284662.6687,183229.2119,361586.1571,260781.132,284910.4576,327766.9967,229614.2739
>sp|Q9BTC8|MTA3_HUMAN Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 PE=1 SV=2,human,dia,108132.667,109038.949,81179.39593,61091.9402,97775.77178,23287.70455,82383.6536,82861.7755,126416.4618,97812.58176,59475.71343,79603.89289,96143.64382,94996.04232,53758.65604,60354.26554
>sp|Q9BTD8|RBM42_HUMAN RNA-binding protein 42 OS=Homo sapiens GN=RBM42 PE=1 SV=1,human,dia,100954.6797,100369.1201,107137.8595,100836.972,82392.34927,113241.0229,88127.63829,69747.7034,108555.5788,107222.095,110230.0965,113864.8368,76473.09671,116389.4442,87846.56846,93728.29764
>sp|Q9BTE1|DCTN5_HUMAN Dynactin subunit 5 OS=Homo sapiens GN=DCTN5 PE=1 SV=1,human,dia,46940.8125,48880.04727,30827.57321,48306.43046,49863.31976,32617.94533,31763.48862,40385.20382,42825.57213,45082.92513,43027.34565,62829.31792,35291.76096,41551.83475,18416.01186,54381.40311
>sp|Q9BTE3|MCMBP_HUMAN Mini-chromosome maintenance complex-binding protein OS=Homo sapiens GN=MCMBP PE=1 SV=2,human,dia,76976.69531,76443.24084,44616.44111,109974.8276,78212.28228,76969.62843,89888.63639,159451.5902,56922.30378,63226.42001,80261.49023,48568.6595,76904.26433,92701.29776,103204.7849,48725.92545
>sp|Q9BTE7|DCNL5_HUMAN DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1,human,dia,1125035,1010237.708,991086.5628,1418078.404,1395538.356,684396.6507,1944080.509,1803051.53,1905931.794,1411576.014,1652452.807,1188690.321,995038.8148,1525841.134,1313386.283,1519454.329
>sp|Q9BTM9|URM1_HUMAN Ubiquitin-related modifier 1 OS=Homo sapiens GN=URM1 PE=1 SV=1,human,dia,198917.0781,155637.4144,271364.2668,117062.7113,294385.439,176517.7967,122203.9735,270606.514,392125.7114,308579.1148,228807.7071,349985.56,232948.4754,340246.2011,251824.3034,247884.3082
>sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens GN=ANP32E PE=1 SV=1,human,dia,937869.0312,797463.1987,903795.7793,956598.7972,870203.4811,760471.6384,990044.8232,797227.3906,930816.8551,896989.4725,823382.1414,845293.4909,836332.2435,773352.7277,731893.5754,918034.9381
>sp|Q9BTT6|LRRC1_HUMAN Leucine-rich repeat-containing protein 1 OS=Homo sapiens GN=LRRC1 PE=1 SV=1,human,dia,82479.97657,73027.26637,30687.62619,55734.19972,50447.03707,71651.0525,88132.69796,64740.88135,79038.9556,104482.239,51779.33824,65957.62285,73477.07235,83274.94078,39055.98298,63752.47358
>sp|Q9BTV4|TMM43_HUMAN Transmembrane protein 43 OS=Homo sapiens GN=TMEM43 PE=1 SV=1,human,dia,445922.5303,471964.2686,287643.3146,361815.5041,403276.6261,374580.9719,440939.1713,340306.3165,405389.2506,321900.0246,311662.8138,353203.4032,330512.57,454994.4913,411057.0867,332001.0624
>sp|Q9BTW9|TBCD_HUMAN Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD PE=1 SV=2,human,dia,63067.39844,36258.37909,49699.57646,54053.40705,49262.29357,43874.60199,53087.3864,61602.82989,37513.62902,40216.75504,33634.32605,46996.14126,57147.71931,32955.41369,36153.41387,18972.48584
>sp|Q9BTY7|HGH1_HUMAN Protein HGH1 homolog OS=Homo sapiens GN=HGH1 PE=1 SV=1,human,dia,43859.63233,47205.95432,64421.75751,53836.22708,49433.56676,44299.87192,45930.1158,40619.40279,60807.61999,54135.52946,23621.33865,57582.68497,70861.59217,44662.57349,47997.12897,46675.92813
>sp|Q9BTZ2|DHRS4_HUMAN Dehydrogenase/reductase SDR family member 4 OS=Homo sapiens GN=DHRS4 PE=1 SV=3,human,dia,787900.6719,559969.4971,480163.8493,630163.9769,586880.7141,650932.9818,673675.8977,645103.9026,671437.7253,591627.7812,517322.568,491815.8303,646240.2055,583553.2621,639669.4957,771121.3452
>sp|Q9BU89|DOHH_HUMAN Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1,human,dia,61007.88477,59021.62167,106935.1,91374.95577,67273.4024,107573.342,74682.4056,106041.7506,100478.0959,92449.57666,100451.2271,104420.729,83935.87196,112161.0194,88144.04898,97027.24418
">sp|Q9BUB7|TMM70_HUMAN Transmembrane protein 70, mitochondrial OS=Homo sapiens GN=TMEM70 PE=1 SV=2",human,dia,46492.10156,33714.74501,56110.6508,67235.44718,41053.12791,64977.69016,41901.36457,64048.16977,69854.93569,72002.2237,52646.34322,72276.31876,69389.73743,58899.62068,55815.19353,47668.80507
>sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1,human,dia,834685.3672,554666.2967,898763.3327,655606.5097,897195.1211,660678.242,637857.4777,910642.0581,821361.5344,654952.6424,748910.4359,567528.8326,615224.6783,516708.9518,648165.6056,755074.9567
>sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2,human,dia,1578410.303,1650692.664,1320466.141,1800817.607,1534530.984,1673254.773,1228578.205,1444690.792,1501067.075,1506960.047,1474020.33,1572570.895,1356073.387,1660096.74,1311597.529,1394246.374
>sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1,human,dia,273887.2344,290203.6504,268996.4491,231157.5961,74116.19868,213619.4192,351827.8092,787722.5047,290682.9698,241193.6284,439055.2132,329255.5902,269403.0405,270305.3977,351327.3727,229159.2204
>sp|Q9BUN8|DERL1_HUMAN Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1,human,dia,791618.9275,843911.3982,799329.2367,994794.9494,880600.1797,714738.6389,891431.9975,828550.2234,735236.628,769296.9122,955780.6794,938850.7632,1035489.944,818440.0859,884889.8355,772938.5699
>sp|Q9BUP3|HTAI2_HUMAN Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2 PE=1 SV=2,human,dia,157436.5234,192130.2485,158621.1937,196910.1924,147625.606,125488.5841,143732.2212,142629.892,116051.3988,150315.8013,126174.0261,188074.9429,193003.4077,181394.0322,119042.2891,103497.8199
>sp|Q9BUQ8|DDX23_HUMAN Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3,human,dia,580440.7344,456279.8064,638352.2818,582326.7246,562111.5972,564745.1149,472201.1185,520821.6148,475155.0992,461292.3689,517400.1983,569451.8875,449537.9366,534385.515,720817.6933,533371.5043
>sp|Q9BV20|MTNA_HUMAN Methylthioribose-1-phosphate isomerase OS=Homo sapiens GN=MRI1 PE=1 SV=1,human,dia,95345.31446,108370.0173,81035.31232,114148.1827,86119.59554,128615.6376,92865.72511,121828.8911,83340.85875,92965.53357,95354.32098,44888.68383,73834.60771,106591.4627,67587.10979,109969.4338
>sp|Q9BV36|MELPH_HUMAN Melanophilin OS=Homo sapiens GN=MLPH PE=1 SV=1,human,dia,32749.12305,49004.19101,66753.558,90209.39584,54496.68422,43926.89425,63053.92936,52259.25567,65379.76801,97524.75962,42212.86977,17937.80117,54718.69562,66937.27499,65862.08716,35259.76994
>sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens GN=WDR18 PE=1 SV=2,human,dia,218361.2617,204097.9158,255047.8672,183878.1757,306493.7935,292622.599,262334.0188,217584.2821,263256.6764,300837.6626,291744.4824,238268.8319,228200.3888,277023.0635,269573.453,216746.0888
>sp|Q9BV40|VAMP8_HUMAN Vesicle-associated membrane protein 8 OS=Homo sapiens GN=VAMP8 PE=1 SV=1,human,dia,179038.9903,216912.8003,231280.3653,240655.9301,172032.1906,184673.2656,209325.8374,284759.3469,282411.1156,191776.4275,210848.693,226031.6471,179696.8032,221498.545,155241.8674,241298.9423
">sp|Q9BV57|MTND_HUMAN 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Homo sapiens GN=ADI1 PE=1 SV=1",human,dia,569045.3829,466491.5228,633635.988,446138.2766,552055.748,362810.0944,470237.3257,572347.3578,714391.5834,562749.5189,578959.2409,534853.672,653146.7777,546235.5819,687940.7999,514212.0267
>sp|Q9BV86|NTM1A_HUMAN N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Homo sapiens GN=NTMT1 PE=1 SV=3,human,dia,121284.4688,126292.9579,151516.0153,76941.29287,105013.8039,102459.8986,115148.6303,149191.3362,129511.6346,115546.8505,126560.7013,176106.7812,148253.0586,153930.2001,100461.3983,143294.9401
>sp|Q9BVC6|TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1,human,dia,684420,618698.5687,765322.4761,702805.201,784248.4065,701794.2614,511931.0969,555033.325,361995.5458,551979.0709,265142.0129,584266.3499,419742.955,575384.2545,750379.9111,570304.3023
>sp|Q9BVG4|PBDC1_HUMAN Protein PBDC1 OS=Homo sapiens GN=PBDC1 PE=1 SV=1,human,dia,276120.7188,233580.9038,226868.15,229778.5102,268965.6932,219119.012,230893.6245,232111.937,241075.1024,291545.7465,253799.5108,258635.6662,235280.6921,283409.2426,287395.5636,280353.4498
>sp|Q9BVI4|NOC4L_HUMAN Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1,human,dia,91314.4961,65610.22366,83359.18804,74924.39741,94405.39951,95478.38771,52368.94259,81218.72519,88785.30806,55121.6727,75914.52367,65234.45188,77022.17045,45138.39018,48003.20633,87318.74759
>sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1,human,dia,65587.73047,155984.2791,127798.7586,153131.3323,128207.5763,162845.9411,143928.5119,143119.6363,147931.1066,152424.4296,168633.3045,149636.6878,140130.6331,132408.0959,177893.5437,153575.766
>sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2,human,dia,1181512.344,1280862.217,1329282.652,874832.8948,1246284.077,1541533.132,1206784.154,1810690.836,1501104.69,1198093.063,1046821.869,1079636.41,1313604.72,1473854.282,1234298.129,1117677.889
>sp|Q9BVL4|SELO_HUMAN Selenoprotein O OS=Homo sapiens GN=SELENOO PE=1 SV=3,human,dia,37592.08984,19887.09245,35818.45935,37336.14298,20618.61058,52797.41049,30121.37395,45900.39889,35515.04507,53458.55785,21692.86751,44114.73195,29109.96419,45930.23067,50015.46378,35978.0141
>sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens GN=DPCD PE=1 SV=2,human,dia,32425.98242,25912.48787,26080.48199,30821.5322,34750.28665,28797.81528,15628.99712,22633.50389,32132.9944,30298.2021,26880.06128,33996.44367,41153.09883,20028.04182,33023.75208,33330.15824
>sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2,human,dia,179474.9531,213220.2878,199113.209,244268.3158,240255.1952,190784.9679,146914.0627,182119.794,138998.6893,190902.9357,180276.2706,161296.2266,202410.072,195924.0037,158511.496,184857.6496
>sp|Q9BW27|NUP85_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=1 SV=1,human,dia,1781941.285,2245119.586,2033241.413,1615203.829,1083076.92,1522155.55,1505072.667,2476261.182,763136.9851,1957027.24,1998150.089,47071.44378,2586032.849,1567714.526,2402321.184,2466094.344
>sp|Q9BW60|ELOV1_HUMAN Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1,human,dia,317271.0117,301471.5515,351801.4739,230361.4632,286535.7823,206435.222,233691.5509,191575.341,291375.0521,233862.1431,171355.9133,266185.3697,246170.5472,205483.1736,198283.8417,219086.2802
">sp|Q9BW72|HIG2A_HUMAN HIG1 domain family member 2A, mitochondrial OS=Homo sapiens GN=HIGD2A PE=1 SV=1",human,dia,116448.9375,28579.48974,118320.9002,81955.28742,111249.2544,87683.7706,77098.15645,106916.2707,125817.1886,85590.40246,110780.9751,93666.2481,133045.6116,39208.77212,66777.23567,106203.0894
